rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_international_outlook,scores_international_outlook_rank,scores_industry_income,scores_industry_income_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,location,aliases,subjects_offered,closed,unaccredited
301,301-350,University of Waikato,-,385,17.7,387,85.6,26,28.2,361,19.9,339,61.9,223,New Zealand,University of Waikato UoW,"Civil Engineering,Communication & Media Studies,Accounting & Finance,General Engineering,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Geography,Art, Performing Arts & Design,Business & Management,Chemical Engineering,Psychology,History, Philosophy & Theology,Electrical & Electronic Engineering,Chemistry,Sociology,Sport Science,Other Health,Computer Science,Biological Sciences,Languages, Literature & Linguistics,Mathematics & Statistics,Education,Physics & Astronomy,Economics & Econometrics,Agriculture & Forestry,Law,Politics & International Studies (incl Development Studies)",False,False
301,301-350,National Sun Yat-Sen University,-,268,27.9,303,23.9,375,43.9,164,32.5,220,48.5,320,Taiwan,National Sun Yat-Sen University,"Chemistry,Politics & International Studies (incl Development Studies),Computer Science,Business & Management,Physics & Astronomy,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Languages, Literature & Linguistics,Accounting & Finance,Education,Psychology,Mechanical & Aerospace Engineering,Economics & Econometrics,Agriculture & Forestry,Mathematics & Statistics,General Engineering,Sociology,Art, Performing Arts & Design,Communication & Media Studies,History, Philosophy & Theology,Chemical Engineering,Biological Sciences,Other Health,Architecture,Law,Geography",False,False
301,301-350,Hokkaido University,-,231,45.1,140,24.9,369,41.3,193,34.2,210,32.3,389,Japan,Hokkaido University,"Accounting & Finance,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Education,Veterinary Science,Art, Performing Arts & Design,Chemical Engineering,Sociology,Computer Science,Agriculture & Forestry,Physics & Astronomy,Economics & Econometrics,Biological Sciences,Mathematics & Statistics,History, Philosophy & Theology,Civil Engineering,Politics & International Studies (incl Development Studies),Archaeology,Business & Management,Sport Science,Psychology,Architecture,Medicine & Dentistry,Law,Communication & Media Studies,Other Health,Mechanical & Aerospace Engineering,Geography,Languages, Literature & Linguistics,General Engineering,Chemistry",False,False
301,301-350,Linköping University,-,251,21.1,356,47.7,229,38.0,242,27.0,270,53.3,279,Sweden,Linköping University,"Languages, Literature & Linguistics,Electrical & Electronic Engineering,Physics & Astronomy,Education,Chemistry,History, Philosophy & Theology,Other Health,Mathematics & Statistics,Geography,Art, Performing Arts & Design,Computer Science,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Biological Sciences,Business & Management,Agriculture & Forestry,Sociology,Psychology,Chemical Engineering,Medicine & Dentistry,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,General Engineering,Communication & Media Studies,Civil Engineering,Veterinary Science",False,False
301,301-350,National Cheng Kung University (NCKU),-,265,33.1,253,22.9,379,99.9,11,40.3,171,30.4,393,Taiwan,National Cheng Kung University (NCKU),"Architecture,Business & Management,Law,Politics & International Studies (incl Development Studies),Archaeology,Education,Biological Sciences,Accounting & Finance,Chemistry,Economics & Econometrics,Agriculture & Forestry,Physics & Astronomy,History, Philosophy & Theology,Civil Engineering,Mathematics & Statistics,Computer Science,Mechanical & Aerospace Engineering,Psychology,Art, Performing Arts & Design,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,General Engineering,Medicine & Dentistry,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Sport Science",False,False
301,301-350,University of Padua,-,355,21.0,360,37.0,280,31.7,316,21.4,326,64.5,193,Italy,University of Padua,"Politics & International Studies (incl Development Studies),General Engineering,Communication & Media Studies,Architecture,Sociology,Economics & Econometrics,Art, Performing Arts & Design,Law,Accounting & Finance,Mathematics & Statistics,Chemical Engineering,Biological Sciences,Electrical & Electronic Engineering,Psychology,Languages, Literature & Linguistics,Physics & Astronomy,Medicine & Dentistry,Education,Computer Science,Business & Management,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Geography,Veterinary Science,Civil Engineering,Agriculture & Forestry,Sport Science,Other Health,Geology, Environmental, Earth & Marine Sciences,Archaeology,Chemistry",False,False
301,301-350,University of Manitoba,-,341,31.6,271,38.6,274,43.5,170,32.4,224,44.4,355,Canada,University of Manitoba,"Archaeology,Architecture,Sport Science,Geography,Law,Chemistry,Chemical Engineering,Medicine & Dentistry,Accounting & Finance,Business & Management,Politics & International Studies (incl Development Studies),Psychology,Civil Engineering,History, Philosophy & Theology,General Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Art, Performing Arts & Design,Computer Science,Agriculture & Forestry,Sociology,Mathematics & Statistics,Education,Mechanical & Aerospace Engineering,Other Health,Electrical & Electronic Engineering,Physics & Astronomy,Economics & Econometrics,Biological Sciences",False,False
301,301-350,Claude Bernard University Lyon 1,-,219,23.6,335,50.0,212,-,368,17.1,365,62.6,216,France,Claude Bernard University Lyon 1,"Medicine & Dentistry,Economics & Econometrics,General Engineering,Electrical & Electronic Engineering,Physics & Astronomy,Accounting & Finance,Mechanical & Aerospace Engineering,Computer Science,Veterinary Science,Education,Geology, Environmental, Earth & Marine Sciences,Chemistry,Civil Engineering,Business & Management,Agriculture & Forestry,Biological Sciences,Other Health,Chemical Engineering,Mathematics & Statistics,Sport Science",False,False
301,301-350,University of Galway,-,271,22.6,341,69.3,89,41.1,196,19.8,340,51.9,294,Ireland,University of Galway nui nui galway,"Physics & Astronomy,General Engineering,Business & Management,Civil Engineering,Electrical & Electronic Engineering,Medicine & Dentistry,Education,Art, Performing Arts & Design,Other Health,Politics & International Studies (incl Development Studies),Biological Sciences,Psychology,Mathematics & Statistics,Chemistry,History, Philosophy & Theology,Sociology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Mechanical & Aerospace Engineering,Economics & Econometrics,Agriculture & Forestry,Communication & Media Studies,Law,Languages, Literature & Linguistics,Accounting & Finance,Geography,Archaeology",False,False
301,301-350,University of Canterbury,-,315,19.9,370,88.0,16,49.8,126,24.0,300,48.4,321,New Zealand,University of Canterbury,"Accounting & Finance,General Engineering,Chemical Engineering,Sport Science,Art, Performing Arts & Design,Law,Psychology,Languages, Literature & Linguistics,Education,Mathematics & Statistics,Other Health,Geology, Environmental, Earth & Marine Sciences,Archaeology,Computer Science,Chemistry,Sociology,Business & Management,Agriculture & Forestry,Geography,Economics & Econometrics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Civil Engineering,Biological Sciences,Medicine & Dentistry,Electrical & Electronic Engineering,Communication & Media Studies,Physics & Astronomy",False,False
301,301-350,"University of Maryland, Baltimore County",-,342,19.4,375,32.6,315,32.6,302,16.4,368,65.2,188,United States,"University of Maryland, Baltimore County","Sociology,Languages, Literature & Linguistics,Civil Engineering,Physics & Astronomy,Art, Performing Arts & Design,Biological Sciences,Psychology,Economics & Econometrics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Geography,General Engineering,History, Philosophy & Theology,Agriculture & Forestry,Electrical & Electronic Engineering,Chemistry,Computer Science,Communication & Media Studies,Other Health,Accounting & Finance,Business & Management,Education,Mathematics & Statistics,Chemical Engineering",False,False
301,301-350,Vrije Universiteit Brussel,-,394,26.7,315,48.4,224,37.5,245,26.8,275,53.8,277,Belgium,Vrije Universiteit Brussel,"Business & Management,Chemistry,Education,General Engineering,Politics & International Studies (incl Development Studies),Computer Science,Sport Science,Physics & Astronomy,Economics & Econometrics,Mathematics & Statistics,Sociology,Archaeology,Biological Sciences,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Communication & Media Studies,Other Health,Electrical & Electronic Engineering,Psychology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Civil Engineering,Medicine & Dentistry,Law,Geography",False,False
301,301-350,University of Fribourg,-,325,20.8,363,59.5,148,-,390,11.0,391,69.4,169,Switzerland,University of Fribourg,"Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Sociology,Accounting & Finance,Psychology,Archaeology,Biological Sciences,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Mathematics & Statistics,Chemistry,Sport Science,History, Philosophy & Theology,Law,Communication & Media Studies,Business & Management,Education,Geography,Languages, Literature & Linguistics,Computer Science,Physics & Astronomy,Art, Performing Arts & Design,Other Health",False,False
301,301-350,University of South Australia,-,362,28.4,298,81.0,47,83.7,40,25.0,292,34.1,384,Australia,University of South Australia,"Education,Communication & Media Studies,Architecture,Computer Science,Biological Sciences,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Business & Management,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Law,Other Health,Sport Science,Accounting & Finance,General Engineering,Sociology,Art, Performing Arts & Design,Economics & Econometrics,Mathematics & Statistics,Civil Engineering,Psychology,History, Philosophy & Theology,Mechanical & Aerospace Engineering",False,False
301,301-350,SUNY University at Albany,-,293,30.2,282,27.8,352,-,381,30.0,242,52.9,284,United States,SUNY University at Albany,"Computer Science,Geography,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Archaeology,Electrical & Electronic Engineering,Other Health,Sociology,Business & Management,Biological Sciences,Economics & Econometrics,Art, Performing Arts & Design,Physics & Astronomy,Education,Communication & Media Studies,History, Philosophy & Theology,Chemistry,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Psychology,Accounting & Finance",False,False
301,301-350,Medical University of Vienna,-,256,23.7,334,66.2,111,33.2,295,13.4,384,66.0,185,Austria,Medical University of Vienna,"Other Health,Medicine & Dentistry",False,False
301,301-350,University of Kentucky,-,336,39.1,187,21.7,384,-,393,27.8,260,45.5,345,United States,University of Kentucky,"Geology, Environmental, Earth & Marine Sciences,Sociology,Chemical Engineering,Psychology,Chemistry,Architecture,Computer Science,Biological Sciences,Art, Performing Arts & Design,Medicine & Dentistry,Veterinary Science,Geography,Business & Management,Other Health,Agriculture & Forestry,Physics & Astronomy,Civil Engineering,Sport Science,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Law,Economics & Econometrics,Education,Communication & Media Studies,Languages, Literature & Linguistics,Mathematics & Statistics,General Engineering,Politics & International Studies (incl Development Studies),Accounting & Finance",False,False
301,301-350,University College Cork,-,308,25.3,325,71.5,78,38.8,228,19.5,345,47.4,332,Ireland,University College Cork ucc,"Art, Performing Arts & Design,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,Education,Chemistry,History, Philosophy & Theology,Electrical & Electronic Engineering,Physics & Astronomy,Accounting & Finance,Law,Sociology,Economics & Econometrics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Archaeology,Computer Science,Civil Engineering,Psychology,Languages, Literature & Linguistics,Agriculture & Forestry,Other Health,Biological Sciences,Communication & Media Studies,Medicine & Dentistry,Sport Science,Business & Management,General Engineering,Mathematics & Statistics,Geography",False,False
301,301-350,Washington State University,-,396,29.9,285,33.9,303,55.8,104,30.6,235,47.1,338,United States,Washington State University,"Medicine & Dentistry,Geography,Agriculture & Forestry,Accounting & Finance,Chemistry,Civil Engineering,Architecture,Electrical & Electronic Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Psychology,Computer Science,Business & Management,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,General Engineering,History, Philosophy & Theology,Sport Science,Mechanical & Aerospace Engineering,Mathematics & Statistics,Archaeology,Sociology,Art, Performing Arts & Design,Education,Veterinary Science,Biological Sciences,Economics & Econometrics,Politics & International Studies (incl Development Studies),Communication & Media Studies,Other Health",False,False
301,301-350,Murdoch University,-,260,19.4,374,83.3,38,44.2,156,18.9,351,49.6,313,Australia,Murdoch University Murdoch,"Economics & Econometrics,Law,Biological Sciences,Education,Communication & Media Studies,Languages, Literature & Linguistics,Physics & Astronomy,Chemical Engineering,Chemistry,Sociology,Other Health,Sport Science,Art, Performing Arts & Design,General Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Electrical & Electronic Engineering,Psychology,Accounting & Finance,Mathematics & Statistics,Business & Management,Veterinary Science,Computer Science,Politics & International Studies (incl Development Studies),Agriculture & Forestry",False,False
301,301-350,University of Eastern Finland,-,321,22.4,346,39.5,268,36.7,252,19.1,350,58.1,248,Finland,University of Eastern Finland,"Physics & Astronomy,Mathematics & Statistics,Economics & Econometrics,Sport Science,Computer Science,Business & Management,History, Philosophy & Theology,Psychology,Languages, Literature & Linguistics,Agriculture & Forestry,Other Health,Biological Sciences,Accounting & Finance,Medicine & Dentistry,Chemistry,Geography,Law,Sociology,Geology, Environmental, Earth & Marine Sciences,Education,Politics & International Studies (incl Development Studies)",False,False
301,301-350,University of Pisa,-,357,22.6,342,29.6,336,39.4,220,23.2,310,63.8,203,Italy,University of Pisa,"Chemistry,General Engineering,Other Health,Archaeology,Civil Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Art, Performing Arts & Design,Veterinary Science,Computer Science,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Medicine & Dentistry,Psychology,Chemical Engineering,Business & Management,Biological Sciences,Law,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Accounting & Finance,Sport Science,Politics & International Studies (incl Development Studies),Education,Physics & Astronomy,Economics & Econometrics,Sociology,Agriculture & Forestry",False,False
301,301-350,Zhejiang University,-,400,40.3,177,20.1,390,89.0,33,34.5,207,32.6,388,China,Zhejiang University ZJU Zhejiang University China research,"Architecture,Other Health,Biological Sciences,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Veterinary Science,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,History, Philosophy & Theology,General Engineering,Sport Science,Geography,Art, Performing Arts & Design,Communication & Media Studies,Computer Science,Medicine & Dentistry,Physics & Astronomy,Law,Economics & Econometrics,Agriculture & Forestry,Psychology,Business & Management,Chemical Engineering,Mathematics & Statistics,Archaeology,Accounting & Finance,Education,Chemistry,Sociology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences",False,False
301,301-350,North Carolina State University,-,273,34.8,233,29.2,338,35.7,263,28.8,253,47.6,330,United States,North Carolina State University,"Biological Sciences,Art, Performing Arts & Design,Chemistry,Education,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Economics & Econometrics,Civil Engineering,Psychology,Computer Science,Communication & Media Studies,History, Philosophy & Theology,Architecture,Mathematics & Statistics,General Engineering,Mechanical & Aerospace Engineering,Sociology,Business & Management,Chemical Engineering,Physics & Astronomy,Veterinary Science,Accounting & Finance,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences",False,False
301,301-350,University of Tsukuba,-,379,39.9,179,30.7,328,33.0,296,26.2,281,45.3,346,Japan,University of Tsukuba,"Law,Politics & International Studies (incl Development Studies),Business & Management,General Engineering,Archaeology,Other Health,Agriculture & Forestry,Architecture,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Civil Engineering,Physics & Astronomy,Accounting & Finance,Psychology,Economics & Econometrics,Sport Science,Chemistry,Computer Science,Biological Sciences,Sociology,Chemical Engineering,Art, Performing Arts & Design,History, Philosophy & Theology,Medicine & Dentistry,Geography,Mathematics & Statistics,Communication & Media Studies,Mechanical & Aerospace Engineering,Education,Geology, Environmental, Earth & Marine Sciences",False,False
301,301-350,Politecnico di Milano,-,278,27.2,311,38.1,275,68.1,72,23.8,303,47.7,329,Italy,Politecnico di Milano,"Physics & Astronomy,Architecture,Electrical & Electronic Engineering,Art, Performing Arts & Design,Mathematics & Statistics,Chemical Engineering,Computer Science,Business & Management,Mechanical & Aerospace Engineering,General Engineering,Civil Engineering",False,False
301,301-350,University of Pavia,-,356,25.6,323,34.4,299,60.6,90,18.3,357,56.3,259,Italy,University of Pavia,"Agriculture & Forestry,Civil Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,General Engineering,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Other Health,Biological Sciences,Computer Science,Chemistry,Business & Management,Electrical & Electronic Engineering,Mathematics & Statistics,Accounting & Finance,Economics & Econometrics,Law,Physics & Astronomy,Medicine & Dentistry,Sport Science,Archaeology,Communication & Media Studies,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Psychology",False,False
301,301-350,Kyushu University,-,247,44.0,151,21.7,383,73.1,61,28.8,252,30.7,392,Japan,Kyushu University,"Languages, Literature & Linguistics,General Engineering,Economics & Econometrics,Law,Sociology,Architecture,Medicine & Dentistry,Veterinary Science,Communication & Media Studies,Chemical Engineering,Psychology,Other Health,Sport Science,Geography,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Chemistry,Archaeology,Education,Biological Sciences,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Computer Science,Agriculture & Forestry,Business & Management,Electrical & Electronic Engineering,Mathematics & Statistics,Accounting & Finance,Civil Engineering,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences",False,False
301,301-350,University of Portsmouth,-,359,12.8,398,70.2,84,29.2,350,10.5,393,72.3,148,United Kingdom,University of Portsmouth,"Politics & International Studies (incl Development Studies),Law,Psychology,Languages, Literature & Linguistics,Computer Science,Communication & Media Studies,Physics & Astronomy,Economics & Econometrics,Geography,Sport Science,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Other Health,Business & Management,General Engineering,Electrical & Electronic Engineering,Art, Performing Arts & Design,Biological Sciences,Chemical Engineering,Sociology,Civil Engineering,History, Philosophy & Theology,Accounting & Finance,Architecture,Education,Mechanical & Aerospace Engineering",False,False
301,301-350,University of Wollongong,-,388,22.5,344,83.7,36,54.0,110,27.3,268,47.4,333,Australia,University of Wollongong UOW University of Wollongong Australia,"Agriculture & Forestry,Languages, Literature & Linguistics,Medicine & Dentistry,Civil Engineering,Mathematics & Statistics,History, Philosophy & Theology,Psychology,Art, Performing Arts & Design,Electrical & Electronic Engineering,Sociology,Chemistry,Accounting & Finance,Mechanical & Aerospace Engineering,Archaeology,Biological Sciences,Architecture,Other Health,Geography,Law,Geology, Environmental, Earth & Marine Sciences,General Engineering,Economics & Econometrics,Sport Science,Computer Science,Politics & International Studies (incl Development Studies),Physics & Astronomy,Communication & Media Studies,Education,Business & Management",False,False
301,301-350,Wayne State University,-,397,34.3,243,28.1,347,-,399,16.2,370,58.4,245,United States,Wayne State University,"Sociology,Civil Engineering,Law,Biological Sciences,Sport Science,Chemistry,Other Health,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,History, Philosophy & Theology,Chemical Engineering,Politics & International Studies (incl Development Studies),Computer Science,Art, Performing Arts & Design,Mathematics & Statistics,General Engineering,Medicine & Dentistry,Psychology,Business & Management,Education,Accounting & Finance,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Physics & Astronomy,Communication & Media Studies",False,False
301,301-350,Charles University in Prague,-,218,34.7,235,50.3,208,28.1,362,26.2,280,42.0,362,Czech Republic,Charles University in Prague,"Archaeology,Biological Sciences,Communication & Media Studies,Computer Science,Law,Psychology,Chemistry,Economics & Econometrics,Medicine & Dentistry,Languages, Literature & Linguistics,Sociology,History, Philosophy & Theology,Mathematics & Statistics,Sport Science,Other Health,Politics & International Studies (incl Development Studies),Geography,Education,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Art, Performing Arts & Design",False,False
301,301-350,Renmin University of China,-,284,36.1,218,45.8,242,44.0,163,12.0,388,59.6,234,China,Renmin University of China,"Computer Science,Geology, Environmental, Earth & Marine Sciences,Psychology,Chemistry,Sociology,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Accounting & Finance,Art, Performing Arts & Design,Business & Management,Languages, Literature & Linguistics,Mathematics & Statistics,Education,Archaeology,Law,Communication & Media Studies,History, Philosophy & Theology,Physics & Astronomy",False,False
301,301-350,King Abdulaziz University,-,243,19.7,371,71.0,80,40.2,206,10.3,394,63.4,208,Saudi Arabia,King Abdulaziz University,"Accounting & Finance,Art, Performing Arts & Design,Biological Sciences,Architecture,Education,General Engineering,Physics & Astronomy,Archaeology,Other Health,Geography,History, Philosophy & Theology,Chemical Engineering,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Sociology,Medicine & Dentistry,Communication & Media Studies,Languages, Literature & Linguistics,Civil Engineering,Psychology,Electrical & Electronic Engineering,Veterinary Science,Computer Science,Agriculture & Forestry,Business & Management,Law,Chemistry,Sport Science,Economics & Econometrics",False,False
301,301-350,Hong Kong Baptist University,-,232,22.9,339,62.0,137,29.6,344,15.1,374,57.6,250,Hong Kong,Hong Kong Baptist University hkbu,"Geography,Economics & Econometrics,Art, Performing Arts & Design,Languages, Literature & Linguistics,Agriculture & Forestry,Business & Management,Biological Sciences,Chemistry,History, Philosophy & Theology,Mathematics & Statistics,Education,Sport Science,Computer Science,Accounting & Finance,Sociology,Communication & Media Studies,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Physics & Astronomy",False,False
301,301-350,Creighton University,-,221,42.4,162,26.0,365,-,371,9.3,398,61.0,225,United States,Creighton University,"Medicine & Dentistry,Economics & Econometrics,Politics & International Studies (incl Development Studies),Sport Science,Art, Performing Arts & Design,Biological Sciences,Physics & Astronomy,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Chemistry,Languages, Literature & Linguistics,Education,Geography,Sociology,Business & Management,Accounting & Finance,Law,Psychology,Mathematics & Statistics,Other Health,Communication & Media Studies",False,False
301,301-350,Sapienza University of Rome,-,286,35.3,226,33.2,307,36.0,259,30.6,233,39.1,372,Italy,Sapienza University of Rome,"Politics & International Studies (incl Development Studies),Law,Mathematics & Statistics,Physics & Astronomy,Education,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Economics & Econometrics,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Other Health,Geology, Environmental, Earth & Marine Sciences,Computer Science,History, Philosophy & Theology,Geography,General Engineering,Architecture,Chemistry,Accounting & Finance,Sociology,Business & Management,Communication & Media Studies,Archaeology,Biological Sciences,Chemical Engineering,Medicine & Dentistry,Psychology,Civil Engineering",False,False
301,301-350,University of Vermont,-,383,28.5,296,19.9,392,-,397,20.6,333,58.6,241,United States,University of Vermont UV Vermont USA,"Art, Performing Arts & Design,Electrical & Electronic Engineering,Psychology,Economics & Econometrics,Biological Sciences,Sociology,Education,Geography,Other Health,Veterinary Science,Civil Engineering,Communication & Media Studies,Agriculture & Forestry,Mathematics & Statistics,Business & Management,Sport Science,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,General Engineering,Chemistry,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Computer Science,Physics & Astronomy",False,False
301,301-350,Brunel University London,-,213,19.3,377,89.4,10,33.4,294,20.1,338,58.2,246,United Kingdom,Brunel University London,"Sport Science,Civil Engineering,Art, Performing Arts & Design,Law,Communication & Media Studies,Other Health,Electrical & Electronic Engineering,Computer Science,History, Philosophy & Theology,Psychology,General Engineering,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Mathematics & Statistics,Biological Sciences,Languages, Literature & Linguistics,Business & Management,Education,Accounting & Finance,Medicine & Dentistry,Sociology",False,False
301,301-350,Sun Yat-sen University,-,295,33.1,255,24.2,373,43.5,169,17.8,359,52.2,289,China,Sun Yat-sen University,"History, Philosophy & Theology,Psychology,Veterinary Science,Mathematics & Statistics,Computer Science,Mechanical & Aerospace Engineering,Chemistry,Languages, Literature & Linguistics,Civil Engineering,Communication & Media Studies,Medicine & Dentistry,Electrical & Electronic Engineering,Archaeology,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Business & Management,Biological Sciences,Politics & International Studies (incl Development Studies),Chemical Engineering,Art, Performing Arts & Design,Other Health,Sport Science,Sociology,Accounting & Finance,Economics & Econometrics,Geography,Agriculture & Forestry,General Engineering,Education,Law",False,False
301,301-350,Sharif University of Technology,-,288,32.9,259,16.7,398,93.0,31,42.8,147,34.2,382,Iran,Sharif University of Technology,"Computer Science,Chemical Engineering,General Engineering,Economics & Econometrics,History, Philosophy & Theology,Mathematics & Statistics,Languages, Literature & Linguistics,Civil Engineering,Business & Management,Electrical & Electronic Engineering,Accounting & Finance,Chemistry,Physics & Astronomy,Mechanical & Aerospace Engineering",False,False
301,301-350,York University,-,399,20.9,362,50.7,206,41.9,187,30.1,240,50.5,305,Canada,York University,"Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,General Engineering,Computer Science,Business & Management,Chemistry,Other Health,Psychology,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Biological Sciences,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Communication & Media Studies,Law,Education,Politics & International Studies (incl Development Studies),Economics & Econometrics,Civil Engineering,Sport Science,Geography,Agriculture & Forestry,Mathematics & Statistics,Accounting & Finance,Sociology",False,False
301,301-350,University of Graz,-,328,26.9,313,59.7,147,29.5,347,17.6,361,57.4,252,Austria,University of Graz,"Chemistry,Sociology,Art, Performing Arts & Design,Other Health,Communication & Media Studies,Business & Management,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Archaeology,Education,Physics & Astronomy,Economics & Econometrics,Law,History, Philosophy & Theology,Mathematics & Statistics,Languages, Literature & Linguistics,Sport Science,Architecture,Computer Science,Psychology,Biological Sciences",False,False
301,301-350,Autonomous University of Madrid,-,205,32.0,268,45.7,243,34.7,276,24.0,299,51.9,293,Spain,Autonomous University of Madrid,"Business & Management,Law,Geography,Languages, Literature & Linguistics,Chemistry,Medicine & Dentistry,General Engineering,Sociology,History, Philosophy & Theology,Sport Science,Accounting & Finance,Communication & Media Studies,Biological Sciences,Art, Performing Arts & Design,Computer Science,Mathematics & Statistics,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Archaeology,Other Health,Psychology,Education,Physics & Astronomy",False,False
301,301-350,University of Crete,-,318,17.1,393,44.4,247,34.1,284,16.3,369,68.6,172,Greece,University of Crete,"Computer Science,History, Philosophy & Theology,Chemistry,Physics & Astronomy,Sociology,General Engineering,Biological Sciences,Archaeology,Other Health,Psychology,Education,Medicine & Dentistry,Business & Management,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Economics & Econometrics,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics",False,False
301,301-350,UiT The Arctic University of Norway,-,305,21.7,355,61.8,138,29.1,351,19.4,346,56.4,257,Norway,UiT The Arctic University of Norway,"Accounting & Finance,Sport Science,Computer Science,Civil Engineering,Geography,Other Health,Art, Performing Arts & Design,Psychology,Business & Management,Electrical & Electronic Engineering,Chemical Engineering,Politics & International Studies (incl Development Studies),Veterinary Science,Biological Sciences,Medicine & Dentistry,Mechanical & Aerospace Engineering,Sociology,Physics & Astronomy,Chemistry,Architecture,Communication & Media Studies,Law,Mathematics & Statistics,Archaeology,History, Philosophy & Theology,Education,Agriculture & Forestry,Economics & Econometrics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics",False,False
