rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited
16370,1501+,Kirikkale University,10.4–18.3,16370,17.4,1437,17.6,860,16.2,1526,36.9,1761,17.1,1767,Turkey,"27,790",46.2,2%,49 : 51,Kirikkale University,"Economics & Econometrics,Sport Science,Psychology,History, Philosophy & Theology,Mathematics & Statistics,Other Health,Education,Biological Sciences,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Accounting & Finance,Electrical & Electronic Engineering,Computer Science,Architecture,Art, Performing Arts & Design,Civil Engineering,Chemistry,Languages, Literature & Linguistics,Veterinary Science,Law,Business & Management,General Engineering,Physics & Astronomy,Medicine & Dentistry,Mechanical & Aerospace Engineering,Sociology",False,False
16380,1501+,Kocaeli University,10.4–18.3,16380,13.4,1772,8.8,1678,14.4,1578,39.2,1080,22.4,1594,Turkey,"67,200",45.7,3%,41 : 59,Kocaeli University,"Languages, Literature & Linguistics,Art, Performing Arts & Design,Computer Science,Agriculture & Forestry,Psychology,Accounting & Finance,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Architecture,Education,Law,Communication & Media Studies,Business & Management,Chemical Engineering,Sport Science,Sociology,Economics & Econometrics,Civil Engineering,Archaeology,History, Philosophy & Theology,Mathematics & Statistics,Medicine & Dentistry,Mechanical & Aerospace Engineering,Chemistry,Geography,Biological Sciences,Physics & Astronomy,Other Health",False,False
16390,1501+,Kochi University,10.4–18.3,16390,20.7,1060,11.3,1343,17.3,1483,41.1,832,23.9,1521,Japan,"5,480",8.2,1%,44 : 56,Kochi University,"Sociology,Business & Management,Geography,Accounting & Finance,Physics & Astronomy,Medicine & Dentistry,Communication & Media Studies,History, Philosophy & Theology,Law,Politics & International Studies (incl Development Studies),Psychology,Other Health,Languages, Literature & Linguistics,Chemistry,Education,Mathematics & Statistics,Computer Science,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Biological Sciences",False,False
16400,1501+,Kogakuin University,10.4–18.3,16400,16.4,1565,11.0,1392,15.0,1557,41.7,779,20.8,1661,Japan,"6,317",17.5,1%,19 : 81,Kogakuin University KU KUTE－TOKYO,"Electrical & Electronic Engineering,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Physics & Astronomy,Computer Science,General Engineering,Mathematics & Statistics,Architecture,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Chemistry",False,False
16410,1501+,Kookmin University,10.4–18.3,16410,19.8,1145,11.2,1357,15.6,1541,40.3,917,31.5,1212,South Korea,"17,238",12.0,11%,49 : 51,Kookmin University,"Agriculture & Forestry,Communication & Media Studies,Electrical & Electronic Engineering,Computer Science,Civil Engineering,Sociology,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Chemical Engineering,Business & Management,Mathematics & Statistics,Biological Sciences,History, Philosophy & Theology,Sport Science,Chemistry,Education,Languages, Literature & Linguistics,Archaeology,Art, Performing Arts & Design,General Engineering,Psychology,Economics & Econometrics,Physics & Astronomy,Accounting & Finance,Architecture,Law",False,False
16420,1501+,University of Kufa,10.4–18.3,16420,17.3,1448,8.3,1744,18.3,1457,37.7,1368,28.8,1313,Iraq,"28,175",12.3,0%,65 : 35,University of Kufa,"Archaeology,Electrical & Electronic Engineering,Mathematics & Statistics,Chemical Engineering,Law,Geography,Education,Biological Sciences,Politics & International Studies (incl Development Studies),Civil Engineering,Veterinary Science,Communication & Media Studies,Languages, Literature & Linguistics,Computer Science,Agriculture & Forestry,Architecture,Economics & Econometrics,Chemistry,Sociology,History, Philosophy & Theology,Other Health,Sport Science,Accounting & Finance,Mechanical & Aerospace Engineering,Psychology,Art, Performing Arts & Design,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Business & Management,Physics & Astronomy",False,False
16430,1501+,Kwansei Gakuin University,10.4–18.3,16430,15.5,1649,9.2,1620,17.3,1484,38.0,1297,35.1,1095,Japan,"25,537",24.8,4%,49 : 51,Kwansei Gakuin University,"Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,General Engineering,Biological Sciences,Business & Management,Education,Physics & Astronomy,Accounting & Finance,Law,History, Philosophy & Theology,Geography,Computer Science,Communication & Media Studies,Economics & Econometrics,Psychology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,Chemistry,Electrical & Electronic Engineering,Sociology,Politics & International Studies (incl Development Studies)",False,False
16440,1501+,Kyoto Sangyo University,10.4–18.3,16440,14.6,1721,8.5,1722,16.0,1533,37.0,1678,38.6,995,Japan,"12,110",21.1,2%,34 : 66,Kyoto Sangyo University,"Agriculture & Forestry,Archaeology,Mechanical & Aerospace Engineering,General Engineering,Economics & Econometrics,Computer Science,Languages, Literature & Linguistics,Business & Management,History, Philosophy & Theology,Other Health,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Veterinary Science,Geography,Accounting & Finance,Electrical & Electronic Engineering,Art, Performing Arts & Design,Biological Sciences,Sport Science,Physics & Astronomy,Chemistry,Law,Communication & Media Studies,Sociology",False,False
16450,1501+,Kyoto Institute of Technology,10.4–18.3,16450,21.8,972,16.0,956,5.0,1765,42.9,691,28.8,1314,Japan,"3,958",13.4,6%,29 : 71,Kyoto Institute of Technology,"Mechanical & Aerospace Engineering,Chemical Engineering,Architecture,Electrical & Electronic Engineering,Chemistry,Art, Performing Arts & Design,Computer Science,Biological Sciences,General Engineering",False,False
16460,1501+,Ladoke Akintola University of Technology,10.4–18.3,16460,15.4,1658,11.2,1358,17.9,1469,43.0,679,27.1,1385,Nigeria,"25,953",53.1,0%,49 : 51,Ladoke Akintola University of Technology,"Business & Management,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Chemical Engineering,Electrical & Electronic Engineering,Accounting & Finance,Chemistry,Computer Science,Physics & Astronomy,Architecture,Biological Sciences,Civil Engineering,Medicine & Dentistry,Mathematics & Statistics,Mechanical & Aerospace Engineering",False,False
16470,1501+,Latvia University of Life Sciences and Technologies,10.4–18.3,16470,16.7,1527,20.1,738,5.5,1756,39.1,1095,25.9,1428,Latvia,"3,891",24.9,4%,52 : 48,Latvia University of Life Sciences and Technologies,"Agriculture & Forestry,Electrical & Electronic Engineering,Civil Engineering,Business & Management,Sociology,Veterinary Science,Economics & Econometrics,General Engineering,Computer Science,Mechanical & Aerospace Engineering,Education,Architecture",False,False
16480,1501+,University of Łódź,10.4–18.3,16480,17.7,1392,15.5,991,13.8,1591,37.2,1569,30.1,1267,Poland,"22,273",16.7,8%,63 : 37,University of Łódź Lodz,"Archaeology,Biological Sciences,Politics & International Studies (incl Development Studies),Economics & Econometrics,Art, Performing Arts & Design,Chemistry,Geography,History, Philosophy & Theology,Agriculture & Forestry,Communication & Media Studies,Computer Science,Geology, Environmental, Earth & Marine Sciences,Business & Management,Psychology,Law,Sociology,Languages, Literature & Linguistics,Mathematics & Statistics,Accounting & Finance,Physics & Astronomy,Education",False,False
16490,1501+,Lodz University of Technology,10.4–18.3,16490,16.6,1541,14.9,1031,17.8,1470,43.6,639,25.5,1446,Poland,"12,642",17.8,4%,39 : 61,Lodz University of Technology,"Civil Engineering,Chemistry,Mathematics & Statistics,General Engineering,Business & Management,Mechanical & Aerospace Engineering,Computer Science,Physics & Astronomy,Electrical & Electronic Engineering,Chemical Engineering,Biological Sciences",False,False
16500,1501+,Lucian Blaga University of Sibiu,10.4–18.3,16500,17.8,1378,13.2,1174,19.5,1425,37.5,1435,23.1,1560,Romania,"13,154",16.5,2%,60 : 40,Lucian Blaga University of Sibiu,"Other Health,General Engineering,Sociology,Business & Management,Mathematics & Statistics,Languages, Literature & Linguistics,Sport Science,History, Philosophy & Theology,Biological Sciences,Agriculture & Forestry,Psychology,Economics & Econometrics,Physics & Astronomy,Computer Science,Politics & International Studies (incl Development Studies),Law,Electrical & Electronic Engineering,Accounting & Finance,Communication & Media Studies,Medicine & Dentistry,Art, Performing Arts & Design,Civil Engineering",False,False
16510,1501+,University of Macerata (UNIMC),10.4–18.3,16510,16.8,1516,18.0,843,7.0,1731,37.0,1683,31.4,1217,Italy,"10,561",23.7,5%,76 : 24,University of Macerata (UNIMC),"Mathematics & Statistics,Geography,Languages, Literature & Linguistics,Art, Performing Arts & Design,Economics & Econometrics,Accounting & Finance,Law,History, Philosophy & Theology,Business & Management,Communication & Media Studies,Archaeology,Sociology,Psychology,Politics & International Studies (incl Development Studies),Education",False,False
16520,1501+,Mackenzie Presbyterian University,10.4–18.3,16520,17.4,1438,10.0,1515,10.4,1664,37.6,1396,24.3,1503,Brazil,"27,482",27.3,0%,59 : 41,Mackenzie Presbyterian University Universidade Presbiteriana Mackenzie MPU Mackenzie University,"Psychology,Biological Sciences,Civil Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Mathematics & Statistics,Education,Other Health,Chemistry,Economics & Econometrics,Communication & Media Studies,Business & Management,Architecture,Accounting & Finance,Law,Geography,Languages, Literature & Linguistics,Art, Performing Arts & Design,Computer Science",False,False
16530,1501+,Mahasarakham University,10.4–18.3,16530,23.2,861,8.4,1733,7.3,1726,37.9,1325,23.0,1565,Thailand,"37,351",30.0,1%,57 : 43,Mahasarakham University,"Communication & Media Studies,Electrical & Electronic Engineering,Mathematics & Statistics,Computer Science,Medicine & Dentistry,Art, Performing Arts & Design,General Engineering,History, Philosophy & Theology,Chemistry,Biological Sciences,Civil Engineering,Sociology,Mechanical & Aerospace Engineering,Psychology,Architecture,Other Health,Veterinary Science,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Sport Science,Geology, Environmental, Earth & Marine Sciences,Geography,Law,Physics & Astronomy,Accounting & Finance,Business & Management,Languages, Literature & Linguistics,Education,Economics & Econometrics",False,False
16540,1501+,Mapúa University,10.4–18.3,16540,13.8,1759,13.5,1140,8.5,1703,36.9,1765,16.9,1772,Philippines,"6,576",23.9,1%,36 : 64,Mapúa University,"Biological Sciences,Computer Science,Chemistry,Business & Management,Mechanical & Aerospace Engineering,Psychology,Physics & Astronomy,Architecture,Electrical & Electronic Engineering,Communication & Media Studies,Accounting & Finance,Chemical Engineering,Civil Engineering,Geology, Environmental, Earth & Marine Sciences",False,False
16550,1501+,Maria Curie-Skłodowska University (UMCS),10.4–18.3,16550,17.6,1413,16.8,908,12.0,1623,37.2,1571,30.5,1253,Poland,"18,263",12.6,9%,68 : 32,Maria Curie-Skłodowska University (UMCS),"Economics & Econometrics,History, Philosophy & Theology,Law,Other Health,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Computer Science,Psychology,Education,Sociology,Art, Performing Arts & Design,Accounting & Finance,Languages, Literature & Linguistics,Chemistry,Business & Management,Archaeology,Sport Science,Physics & Astronomy,Geography,Biological Sciences,Mathematics & Statistics,Communication & Media Studies",False,False
16560,1501+,Matej Bel University,10.4–18.3,16560,18.8,1240,13.3,1165,7.4,1720,37.5,1438,45.0,800,Slovakia,"6,987",14.2,8%,71 : 29,Matej Bel University,"Geology, Environmental, Earth & Marine Sciences,Business & Management,Physics & Astronomy,Law,Accounting & Finance,Chemistry,Education,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Mathematics & Statistics,History, Philosophy & Theology",False,False
16570,1501+,Medical University of Silesia in Katowice,10.4–18.3,16570,22.8,890,9.1,1632,18.5,1452,39.0,1110,23.0,1566,Poland,"10,267",7.6,5%,74 : 26,Medical University of Silesia in Katowice,"Other Health,Medicine & Dentistry",False,False
16580,1501+,Meiji University,10.4–18.3,16580,17.0,1490,11.4,1334,6.6,1739,41.3,815,27.4,1373,Japan,"33,090",34.2,5%,35 : 65,Meiji University,"Communication & Media Studies,Accounting & Finance,Physics & Astronomy,Civil Engineering,Art, Performing Arts & Design,Law,Archaeology,General Engineering,Psychology,Architecture,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Mathematics & Statistics,Electrical & Electronic Engineering,Agriculture & Forestry,Sociology,Business & Management,Politics & International Studies (incl Development Studies),Biological Sciences,Computer Science,Chemical Engineering,Chemistry,Geography,History, Philosophy & Theology,Economics & Econometrics",False,False
16590,1501+,Meijo University,10.4–18.3,16590,15.0,1691,11.1,1375,9.8,1679,38.0,1299,26.2,1417,Japan,"15,043",30.3,1%,34 : 66,Meijo University,"Civil Engineering,Mathematics & Statistics,Electrical & Electronic Engineering,Economics & Econometrics,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Chemistry,Psychology,Other Health,Business & Management,General Engineering,Agriculture & Forestry,Chemical Engineering,Accounting & Finance,Law,Computer Science,Mechanical & Aerospace Engineering,Biological Sciences",False,False
16600,1501+,Mendeleev University of Chemical Technology,10.4–18.3,16600,17.5,1423,13.6,1135,6.5,1741,47.7,465,20.5,1670,Russian Federation,"7,037",15.0,6%,56 : 44,Mendeleev University of Chemical Technology,"Chemistry,Chemical Engineering,Agriculture & Forestry",False,False
16610,1501+,M’Hamed Bougara University of Boumerdès,10.4–18.3,16610,13.6,1767,8.0,1773,24.0,1330,37.0,1687,31.0,1233,Algeria,"32,336",22.2,1%,60 : 40,M’Hamed Bougara University of Boumerdès,"Civil Engineering,Politics & International Studies (incl Development Studies),Business & Management,Biological Sciences,General Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Sport Science,Electrical & Electronic Engineering,Mathematics & Statistics,Chemistry,Agriculture & Forestry,Computer Science,Law,Accounting & Finance,Mechanical & Aerospace Engineering,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences",False,False
16620,1501+,Universidad Michoacana de San Nicolás de Hidalgo,10.4–18.3,16620,15.9,1608,8.5,1724,7.8,1713,37.5,1439,27.0,1389,Mexico,"41,022",22.9,1%,46 : 54,Universidad Michoacana de San Nicolás de Hidalgo,"Art, Performing Arts & Design,Physics & Astronomy,General Engineering,Languages, Literature & Linguistics,Veterinary Science,Chemical Engineering,Chemistry,Civil Engineering,Architecture,Economics & Econometrics,Agriculture & Forestry,Mathematics & Statistics,Electrical & Electronic Engineering,Biological Sciences,Medicine & Dentistry,Law,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Accounting & Finance,History, Philosophy & Theology,Psychology,Other Health,Business & Management,Mechanical & Aerospace Engineering",False,False
16630,1501+,Ming Chuan University,10.4–18.3,16630,14.3,1737,10.8,1419,15.5,1547,37.4,1479,33.9,1133,Taiwan,"18,024",21.7,10%,61 : 39,Ming Chuan University,"Communication & Media Studies,Architecture,Law,Psychology,Business & Management,Biological Sciences,Mathematics & Statistics,Sport Science,Computer Science,Sociology,Electrical & Electronic Engineering,Economics & Econometrics,Art, Performing Arts & Design,Accounting & Finance,Languages, Literature & Linguistics,Education,Politics & International Studies (incl Development Studies),Other Health",False,False
16640,1501+,MIREA - Russian Technological University,10.4–18.3,16640,15.2,1671,11.1,1376,2.9,1788,58.3,287,19.7,1696,Russian Federation,"26,533",22.4,5%,30 : 70,MIREA - Russian Technological University,"Business & Management,Mathematics & Statistics,Other Health,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Biological Sciences,General Engineering,Electrical & Electronic Engineering,Art, Performing Arts & Design,Sociology,Chemistry,Mechanical & Aerospace Engineering,Economics & Econometrics,Physics & Astronomy,History, Philosophy & Theology,Chemical Engineering,Law,Computer Science",False,False
16650,1501+,University of Miskolc,10.4–18.3,16650,31.4,467,10.6,1442,6.9,1735,39.5,1035,29.8,1278,Hungary,"9,021",16.1,5%,49 : 51,University of Miskolc,"Law,Accounting & Finance,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Electrical & Electronic Engineering,Geography,Computer Science,Languages, Literature & Linguistics,Education,Physics & Astronomy,Chemical Engineering,General Engineering,Politics & International Studies (incl Development Studies),Business & Management,Chemistry,Other Health,Mathematics & Statistics,Mechanical & Aerospace Engineering,Sociology",False,False
16660,1501+,University of Miyazaki,10.4–18.3,16660,22.5,913,10.9,1408,17.4,1480,39.9,981,24.7,1488,Japan,"5,456",7.5,3%,35 : 65,University of Miyazaki,"Civil Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Computer Science,Education,Biological Sciences,Medicine & Dentistry,General Engineering,Veterinary Science,Business & Management,Agriculture & Forestry",False,False
16670,1501+,University Mohamed Boudiaf of M’Sila,10.4–18.3,16670,16.5,1558,7.8,1786,8.5,1704,37.7,1370,31.4,1218,Algeria,"38,267",19.4,1%,26 : 74,University Mohamed Boudiaf of M’Sila,"Biological Sciences,Sociology,Chemistry,General Engineering,Architecture,Law,Geography,Business & Management,Geology, Environmental, Earth & Marine Sciences,Computer Science,Sport Science,Accounting & Finance,Electrical & Electronic Engineering,Mathematics & Statistics,Agriculture & Forestry,Physics & Astronomy,Economics & Econometrics,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Communication & Media Studies,History, Philosophy & Theology,Civil Engineering,Psychology,Politics & International Studies (incl Development Studies),Chemical Engineering",False,False
16680,1501+,University of Montenegro,10.4–18.3,16680,13.0,1783,11.5,1323,14.6,1570,44.1,608,46.0,772,Montenegro,"16,793",24.3,2%,57 : 43,University of Montenegro,"Economics & Econometrics,Law,Sociology,Electrical & Electronic Engineering,Physics & Astronomy,Architecture,Computer Science,Sport Science,Business & Management,Agriculture & Forestry,Politics & International Studies (incl Development Studies),General Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Chemical Engineering,Biological Sciences,Languages, Literature & Linguistics,Education,Psychology,Accounting & Finance,Mathematics & Statistics,History, Philosophy & Theology,Civil Engineering,Communication & Media Studies,Medicine & Dentistry,Mechanical & Aerospace Engineering,Geography",False,False
16690,1501+,Moscow Polytechnic University,10.4–18.3,16690,17.1,1472,9.4,1595,8.9,1697,36.9,1769,27.8,1352,Russian Federation,"11,250",12.7,13%,40 : 60,Moscow Polytechnic University,"Mathematics & Statistics,Chemistry,Architecture,Electrical & Electronic Engineering,Accounting & Finance,Civil Engineering,Communication & Media Studies,Economics & Econometrics,General Engineering,Business & Management,Physics & Astronomy,Art, Performing Arts & Design,Computer Science,Mechanical & Aerospace Engineering,Chemical Engineering",False,False
16700,1501+,Moscow Power Engineering Institute,10.4–18.3,16700,19.4,1181,16.7,912,9.6,1682,75.4,153,34.8,1107,Russian Federation,"14,483",20.9,14%,32 : 68,Moscow Power Engineering Institute,"Education,Sport Science,Accounting & Finance,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Civil Engineering,Mathematics & Statistics,Business & Management,Chemical Engineering,Chemistry,Communication & Media Studies,History, Philosophy & Theology,General Engineering,Electrical & Electronic Engineering,Computer Science,Physics & Astronomy,Languages, Literature & Linguistics,Biological Sciences,Economics & Econometrics",False,False
16710,1501+,University of Mosul,10.4–18.3,16710,15.2,1672,8.8,1680,22.7,1363,39.7,1009,23.9,1522,Iraq,"60,460",15.9,0%,46 : 54,University of Mosul,"Accounting & Finance,Agriculture & Forestry,Languages, Literature & Linguistics,Chemistry,Economics & Econometrics,Architecture,Other Health,Law,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Mathematics & Statistics,Electrical & Electronic Engineering,Physics & Astronomy,Computer Science,Medicine & Dentistry,Communication & Media Studies,General Engineering,Sociology,Veterinary Science,Biological Sciences,Archaeology,Education,Civil Engineering,Politics & International Studies (incl Development Studies),Psychology,Business & Management,Art, Performing Arts & Design,Geography,Sport Science,Mechanical & Aerospace Engineering",False,False
16720,1501+,Université Mouloud Mammeri de Tizi-Ouzou,10.4–18.3,16720,21.9,962,7.5,1798,6.3,1749,36.9,1770,44.9,802,Algeria,"41,107",18.1,0%,66 : 34,Université Mouloud Mammeri de Tizi-Ouzou,"Accounting & Finance,Mechanical & Aerospace Engineering,Communication & Media Studies,Architecture,Education,General Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Psychology,Biological Sciences,Chemical Engineering,Mathematics & Statistics,Business & Management,Law,Geology, Environmental, Earth & Marine Sciences,Sociology,Civil Engineering,Economics & Econometrics,Medicine & Dentistry,Agriculture & Forestry,Geography,Computer Science,Chemistry,Politics & International Studies (incl Development Studies)",False,False
16730,1501+,Muroran Institute of Technology,10.4–18.3,16730,15.5,1651,11.0,1395,17.2,1490,42.7,707,34.1,1130,Japan,"3,397",20.3,6%,14 : 86,Muroran Institute of Technology Muroran IT Hokkaido Japan,"Electrical & Electronic Engineering,General Engineering,Computer Science,Civil Engineering,Mechanical & Aerospace Engineering,Chemical Engineering",False,False
16740,1501+,Mustansiriyah University,10.4–18.3,16740,21.7,977,8.2,1760,18.2,1461,40.0,969,28.7,1320,Iraq,"33,105",7.1,1%,51 : 49,Mustansiriyah University,"History, Philosophy & Theology,Medicine & Dentistry,Electrical & Electronic Engineering,Chemistry,Economics & Econometrics,Communication & Media Studies,Civil Engineering,Other Health,Languages, Literature & Linguistics,Computer Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Psychology,Mechanical & Aerospace Engineering,Geography,Sociology,Sport Science,Physics & Astronomy,Education,General Engineering,Business & Management,Accounting & Finance,Law,Mathematics & Statistics,Biological Sciences,Geology, Environmental, Earth & Marine Sciences",False,False
16750,1501+,Universidad Nacional del Litoral,10.4–18.3,16750,13.5,1770,8.9,1662,14.6,1571,37.9,1329,27.9,1350,Argentina,"47,336",30.0,0%,60 : 40,Universidad Nacional del Litoral,"Communication & Media Studies,Business & Management,Politics & International Studies (incl Development Studies),General Engineering,Art, Performing Arts & Design,Architecture,Other Health,Chemistry,History, Philosophy & Theology,Medicine & Dentistry,Languages, Literature & Linguistics,Geography,Accounting & Finance,Chemical Engineering,Law,Physics & Astronomy,Education,Veterinary Science,Economics & Econometrics,Biological Sciences,Mathematics & Statistics,Sport Science,Computer Science,Geology, Environmental, Earth & Marine Sciences,Sociology,Agriculture & Forestry",False,False
16760,1501+,Universidad Nacional Mayor de San Marcos,10.4–18.3,16760,15.3,1666,10.4,1465,4.5,1772,36.9,1771,37.2,1037,Peru,"47,716",26.1,0%,71 : 29,Universidad Nacional Mayor de San Marcos,"Computer Science,Economics & Econometrics,Civil Engineering,Sport Science,Communication & Media Studies,Veterinary Science,Languages, Literature & Linguistics,Chemistry,Art, Performing Arts & Design,Chemical Engineering,Psychology,Medicine & Dentistry,Law,Mathematics & Statistics,Geography,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Other Health,General Engineering,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Business & Management,Electrical & Electronic Engineering,Physics & Astronomy,Mechanical & Aerospace Engineering,Archaeology,Sociology,Biological Sciences,Education,Accounting & Finance",False,False
16770,1501+,Nagoya Institute of Technology,10.4–18.3,16770,17.1,1473,19.6,760,7.5,1718,49.2,427,26.7,1397,Japan,"5,774",16.3,5%,17 : 83,Nagoya Institute of Technology,"General Engineering,Chemical Engineering,Biological Sciences,Physics & Astronomy,Mechanical & Aerospace Engineering,Civil Engineering,Architecture,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Business & Management,Chemistry,Mathematics & Statistics,Sport Science,Computer Science",False,False
16780,1501+,Naresuan University,10.4–18.3,16780,15.7,1626,9.2,1621,13.3,1603,41.3,817,31.3,1223,Thailand,"24,827",16.7,1%,66 : 34,Naresuan University,"Veterinary Science,Biological Sciences,Other Health,Politics & International Studies (incl Development Studies),Business & Management,Geology, Environmental, Earth & Marine Sciences,Sport Science,Geography,Agriculture & Forestry,Communication & Media Studies,Medicine & Dentistry,Education,Art, Performing Arts & Design,Economics & Econometrics,Law,Archaeology,Computer Science,Civil Engineering,History, Philosophy & Theology,Accounting & Finance,Mathematics & Statistics,Chemistry,Languages, Literature & Linguistics,Chemical Engineering,Architecture,Mechanical & Aerospace Engineering,General Engineering,Physics & Astronomy,Sociology,Electrical & Electronic Engineering",False,False
16790,1501+,National Changhua University of Education,10.4–18.3,16790,21.2,1023,16.5,927,7.8,1714,39.3,1067,24.9,1470,Taiwan,"8,515",23.2,4%,49 : 51,National Changhua University of Education,"History, Philosophy & Theology,Chemistry,Psychology,Physics & Astronomy,Electrical & Electronic Engineering,Sport Science,Languages, Literature & Linguistics,Art, Performing Arts & Design,Biological Sciences,Mathematics & Statistics,Education,Geography,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Mechanical & Aerospace Engineering,Business & Management,Chemical Engineering,Computer Science",False,False
16800,1501+,National Chiayi University,10.4–18.3,16800,15.2,1673,13.1,1182,13.2,1606,64.0,240,19.5,1706,Taiwan,"12,059",26.3,3%,49 : 51,National Chiayi University,"Chemistry,Economics & Econometrics,Business & Management,Physics & Astronomy,Accounting & Finance,Agriculture & Forestry,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Art, Performing Arts & Design,Mathematics & Statistics,General Engineering,Education,Civil Engineering,Electrical & Electronic Engineering,Veterinary Science,Computer Science,History, Philosophy & Theology,Biological Sciences",False,False
16810,1501+,National Chi Nan University,10.4–18.3,16810,18.3,1303,14.9,1033,7.3,1727,50.7,398,30.8,1241,Taiwan,"5,773",14.6,11%,54 : 46,National Chi Nan University,"Computer Science,Sociology,Civil Engineering,Accounting & Finance,General Engineering,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Economics & Econometrics,Electrical & Electronic Engineering,Chemical Engineering,Education,Business & Management,Chemistry,Psychology,History, Philosophy & Theology",False,False
16820,1501+,National University of Córdoba,10.4–18.3,16820,18.3,1304,10.2,1488,19.4,1430,37.4,1480,35.3,1083,Argentina,"167,063",16.2,1%,64 : 36,National University of Córdoba,"Architecture,Law,Accounting & Finance,Electrical & Electronic Engineering,Medicine & Dentistry,Physics & Astronomy,Geography,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Agriculture & Forestry,Art, Performing Arts & Design,Languages, Literature & Linguistics,Communication & Media Studies,Computer Science,Politics & International Studies (incl Development Studies),Chemistry,Education,History, Philosophy & Theology,Civil Engineering,Mathematics & Statistics,Other Health,Chemical Engineering,Economics & Econometrics,Sociology,General Engineering,Mechanical & Aerospace Engineering,Business & Management,Psychology",False,False
16830,1501+,National Formosa University,10.4–18.3,16830,14.3,1738,14.3,1086,6.5,1742,41.6,788,16.5,1780,Taiwan,"11,134",19.0,1%,22 : 78,National Formosa University,,False,False
16840,1501+,National Ilan University,10.4–18.3,16840,14.6,1722,13.3,1167,16.6,1514,42.0,753,32.5,1175,Taiwan,"5,476",23.0,2%,36 : 64,National Ilan University,"Computer Science,Mathematics & Statistics,Business & Management,Biological Sciences,Chemical Engineering,Electrical & Electronic Engineering,Architecture,Sport Science,Economics & Econometrics,Agriculture & Forestry,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,General Engineering,Communication & Media Studies,Civil Engineering",False,False
16850,1501+,National University of Kaohsiung,10.4–18.3,16850,14.4,1728,15.3,1006,5.2,1761,41.6,789,27.8,1353,Taiwan,"5,741",24.0,4%,41 : 59,National University of Kaohsiung,"Law,Other Health,Business & Management,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,Art, Performing Arts & Design,Chemistry,Computer Science,Biological Sciences,Economics & Econometrics,Physics & Astronomy,Mathematics & Statistics,Electrical & Electronic Engineering,Sport Science,Languages, Literature & Linguistics,Chemical Engineering",False,False
