rank_order,rank,name,scores_overall,scores_overall_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited
636,601-800,University of Cergy-Pontoise,0,636,13.2,746,28.6,707,49.1,353,6.3,792,18.7,679,France,"17,000",9.2,11%,53 : 47,University of Cergy-Pontoise,"Biological Sciences,Communication & Media Studies,Architecture,Mathematics & Statistics,Physics & Astronomy,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Veterinary Science,Languages, Literature & Linguistics,Chemistry,Accounting & Finance,General Engineering,Economics & Econometrics,Geography,Chemical Engineering,Archaeology,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Civil Engineering,Education,Law,Sociology,Computer Science,Sport Science,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Business & Management",False,False
637,601-800,Chang Gung University,0,637,27.6,598,31.9,567,15.7,766,24.7,350,19.3,652,Taiwan,"7,506",12.6,0%,42 : 58,Chang Gung University chang gung,"Business & Management,Chemical Engineering,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Mathematics & Statistics,Other Health,Electrical & Electronic Engineering,Physics & Astronomy,Medicine & Dentistry,General Engineering,Economics & Econometrics,Computer Science,Biological Sciences,Chemistry",False,False
638,601-800,Carlos III University of Madrid,0,638,24.8,618,34.8,474,44.7,409,17.4,513,23.2,528,Spain,"15,730",11.4,9%,43 : 57,Carlos III University of Madrid,"Computer Science,Sociology,Business & Management,General Engineering,Languages, Literature & Linguistics,Mathematics & Statistics,Chemical Engineering,Physics & Astronomy,Economics & Econometrics,Communication & Media Studies,Law,Mechanical & Aerospace Engineering,Civil Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Electrical & Electronic Engineering,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences",False,False
639,601-800,"University of Chemistry and Technology, Prague",0,639,17.4,702,38.9,381,46.3,390,12,657,21.6,575,Czech Republic,"4,699",11.0,18%,,"University of Chemistry and Technology, Prague","Education,Economics & Econometrics,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Business & Management,Mathematics & Statistics,Civil Engineering,Biological Sciences,General Engineering,Chemistry",False,False
640,601-800,Chiang Mai University,0,640,30,575,32.3,551,34.9,522,9.4,749,17.8,726,Thailand,"35,617",16.5,1%,19 : 81,Chiang Mai University,"Computer Science,Business & Management,Biological Sciences,Psychology,Mathematics & Statistics,Accounting & Finance,Geography,Mechanical & Aerospace Engineering,Archaeology,Communication & Media Studies,General Engineering,Architecture,Education,Other Health,Economics & Econometrics,Chemistry,Agriculture & Forestry,Sport Science,Physics & Astronomy,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Civil Engineering,History, Philosophy & Theology,Sociology,Veterinary Science,Chemical Engineering,Electrical & Electronic Engineering,Medicine & Dentistry,Law,Art, Performing Arts & Design,Languages, Literature & Linguistics",False,False
641,601-800,Chiba University,0,641,24.8,619,55.3,195,21,690,16.8,527,26.9,403,Japan,"14,554",12.3,5%,37 : 63,Chiba University,"Architecture,General Engineering,Sociology,Economics & Econometrics,Physics & Astronomy,Medicine & Dentistry,Biological Sciences,Psychology,Archaeology,Accounting & Finance,Civil Engineering,Chemistry,History, Philosophy & Theology,Education,Agriculture & Forestry,Geography,Business & Management,Chemical Engineering,Sport Science,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Mathematics & Statistics,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Computer Science,Law,Politics & International Studies (incl Development Studies)",False,False
642,601-800,"China University of Geosciences, Wuhan",0,642,21.5,654,64.5,143,16.1,756,21.4,420,21.1,596,China,"29,483",20.7,2%,,"China University of Geosciences, Wuhan","Law,Chemical Engineering,General Engineering,Electrical & Electronic Engineering,Computer Science,Mathematics & Statistics,Civil Engineering,Geography,Business & Management,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Politics & International Studies (incl Development Studies),Communication & Media Studies,Art, Performing Arts & Design,Chemistry,Physics & Astronomy,Accounting & Finance,Mechanical & Aerospace Engineering",False,False
643,601-800,"China University of Petroleum, Beijing",0,643,4,794,100,2,15.9,762,26.6,325,23.6,514,China,"14,579",19.4,6%,,"China University of Petroleum, Beijing","General Engineering,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Chemical Engineering,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Business & Management,Chemistry,Accounting & Finance,Mathematics & Statistics,Physics & Astronomy,Computer Science,Languages, Literature & Linguistics",False,False
644,601-800,Jeonbuk National University,0,644,24.5,623,33.3,519,27.2,624,14.7,586,19.7,639,South Korea,"23,270",15.0,3%,45 : 55,Jeonbuk National University Chonbuk CBNU,"Medicine & Dentistry,Chemical Engineering,Chemistry,Veterinary Science,Other Health,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,General Engineering,Architecture,Agriculture & Forestry,Mathematics & Statistics,Psychology,Communication & Media Studies,Accounting & Finance,Geography,Education,Geology, Environmental, Earth & Marine Sciences,Law,History, Philosophy & Theology,Computer Science,Economics & Econometrics,Electrical & Electronic Engineering,Archaeology,Art, Performing Arts & Design,Civil Engineering,Sociology,Biological Sciences,Sport Science,Politics & International Studies (incl Development Studies),Business & Management,Physics & Astronomy",False,False
645,601-800,Chongqing University,0,645,8.7,778,73.8,106,15.5,771,15.5,561,19.5,644,China,"43,955",16.0,3%,,Chongqing University,"Sport Science,History, Philosophy & Theology,Sociology,Civil Engineering,Communication & Media Studies,Business & Management,Mechanical & Aerospace Engineering,Accounting & Finance,Languages, Literature & Linguistics,Computer Science,Mathematics & Statistics,Law,Chemistry,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Economics & Econometrics,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Architecture,Physics & Astronomy,Biological Sciences,General Engineering",False,False
646,601-800,Chonnam National University,0,646,29.1,584,31.4,590,20.4,700,11.7,667,17.5,737,South Korea,"35,779",18.5,3%,41 : 59,Chonnam National University,"Architecture,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Chemical Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Agriculture & Forestry,Mathematics & Statistics,Sociology,Business & Management,Medicine & Dentistry,Other Health,General Engineering,Geology, Environmental, Earth & Marine Sciences,Chemistry,Electrical & Electronic Engineering,History, Philosophy & Theology,Accounting & Finance,Psychology,Computer Science,Law,Sport Science,Archaeology,Art, Performing Arts & Design,Civil Engineering,Economics & Econometrics,Geography,Veterinary Science,Education,Communication & Media Studies,Biological Sciences",False,False
647,601-800,Chulalongkorn University,0,647,16.7,709,37.8,403,32.8,550,14.1,605,23.8,509,Thailand,"38,719",14.5,2%,59 : 41,Chulalongkorn University Chula Chulalongkorn,"Other Health,Chemical Engineering,Law,Mathematics & Statistics,Computer Science,Education,Archaeology,Sport Science,History, Philosophy & Theology,Chemistry,Sociology,Mechanical & Aerospace Engineering,Business & Management,Art, Performing Arts & Design,Agriculture & Forestry,Veterinary Science,Politics & International Studies (incl Development Studies),Communication & Media Studies,Psychology,Languages, Literature & Linguistics,Economics & Econometrics,Architecture,Geography,Electrical & Electronic Engineering,Biological Sciences,Accounting & Finance,Civil Engineering,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,General Engineering",False,False
648,601-800,Chung Yuan Christian University,0,648,17.4,703,41.9,330,18.7,721,22.1,405,15.9,772,Taiwan,"15,020",30.2,3%,41 : 59,Chung Yuan Christian University,"Art, Performing Arts & Design,Economics & Econometrics,Physics & Astronomy,Electrical & Electronic Engineering,Education,Civil Engineering,Computer Science,Languages, Literature & Linguistics,Business & Management,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Psychology,Law,Chemical Engineering,Mathematics & Statistics,Architecture,General Engineering,Biological Sciences,Chemistry,Accounting & Finance",False,False
649,601-800,Chungnam National University,0,649,13.2,747,39.9,367,19.8,708,17.7,499,23.2,529,South Korea,"18,361",17.2,3%,,Chungnam National University CNU Chung Nam National University Chung-Nam,"Education,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Civil Engineering,Veterinary Science,Computer Science,Electrical & Electronic Engineering,Physics & Astronomy,Languages, Literature & Linguistics,General Engineering,Sociology,Architecture,Business & Management,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Other Health,Sport Science,Communication & Media Studies,Chemical Engineering,Chemistry,Archaeology,Accounting & Finance,Law,Geography,Art, Performing Arts & Design,Economics & Econometrics,Psychology,Agriculture & Forestry,Medicine & Dentistry,Biological Sciences,Mathematics & Statistics",False,False
650,601-800,Clemson University,0,650,27,603,35.8,455,34.6,526,19.7,451,21.4,583,United States,"19,198",17.1,8%,46 : 54,Clemson University,"Geography,History, Philosophy & Theology,Sociology,Economics & Econometrics,Electrical & Electronic Engineering,Biological Sciences,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Chemistry,Communication & Media Studies,Politics & International Studies (incl Development Studies),Psychology,Business & Management,Accounting & Finance,Physics & Astronomy,Civil Engineering,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Computer Science,Languages, Literature & Linguistics,General Engineering,Education,Mathematics & Statistics,Veterinary Science,Other Health,Architecture,Agriculture & Forestry",False,False
651,601-800,Comenius University in Bratislava,0,651,19.6,679,28,746,46.9,384,10.3,722,23,535,Slovakia,"20,879",9.7,10%,54 : 46,Comenius University in Bratislava,"Business & Management,Mathematics & Statistics,Law,Sociology,Biological Sciences,Chemistry,Languages, Literature & Linguistics,Sport Science,Geography,Archaeology,Other Health,Physics & Astronomy,Medicine & Dentistry,Education,Communication & Media Studies,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Computer Science,Psychology",False,False
652,601-800,Coventry University,0,652,18.4,685,29.1,678,69.6,181,7.7,780,17.1,751,United Kingdom,"21,935",14.8,35%,47 : 53,Coventry University,"Psychology,Civil Engineering,Accounting & Finance,Mechanical & Aerospace Engineering,Architecture,Sociology,Languages, Literature & Linguistics,Mathematics & Statistics,General Engineering,Communication & Media Studies,Agriculture & Forestry,Computer Science,Art, Performing Arts & Design,Law,Politics & International Studies (incl Development Studies),Biological Sciences,Electrical & Electronic Engineering,Sport Science,Business & Management,Other Health,Physics & Astronomy,Geography,History, Philosophy & Theology,Education,Chemistry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics",False,False
653,601-800,Dalian University of Technology,0,653,23.5,632,93.3,46,20.7,695,19,467,22.6,549,China,"34,326",15.2,2%,33 : 67,Dalian University of Technology,"Civil Engineering,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Architecture,Electrical & Electronic Engineering,Economics & Econometrics,Sport Science,Computer Science,Biological Sciences,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Chemical Engineering,Communication & Media Studies,Art, Performing Arts & Design,Other Health,Agriculture & Forestry,Languages, Literature & Linguistics,Law,Mathematics & Statistics,General Engineering,Business & Management,Chemistry",False,False
654,601-800,University of Debrecen,0,654,20.9,662,0,773,49,355,11.4,678,17.3,743,Hungary,"29,714",20.3,13%,57 : 43,University of Debrecen,"Accounting & Finance,Civil Engineering,Physics & Astronomy,History, Philosophy & Theology,Computer Science,Sport Science,Business & Management,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Psychology,Languages, Literature & Linguistics,Other Health,Chemistry,Geography,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,General Engineering,Architecture,Economics & Econometrics,Law,Communication & Media Studies,Art, Performing Arts & Design,Education,Biological Sciences,Sociology,Chemical Engineering,Mathematics & Statistics",False,False
655,601-800,University of Delhi,0,655,19.1,683,28.2,739,15.4,774,10.8,702,29.8,341,India,"32,567",22.9,1%,50 : 50,University of Delhi,"Economics & Econometrics,Education,Mathematics & Statistics,Art, Performing Arts & Design,Computer Science,Physics & Astronomy,Accounting & Finance,Geography,Languages, Literature & Linguistics,Law,Chemistry,Sociology,Psychology,Business & Management,Communication & Media Studies,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),History, Philosophy & Theology",False,False
656,601-800,University of Dhaka,0,656,9.6,770,0,774,37.2,489,7.2,787,21.7,570,Bangladesh,"62,716",6.9,5%,34 : 66,University of Dhaka,"Law,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Politics & International Studies (incl Development Studies),Other Health,Art, Performing Arts & Design,Languages, Literature & Linguistics,Chemical Engineering,Accounting & Finance,Geography,Biological Sciences,Electrical & Electronic Engineering,History, Philosophy & Theology,Medicine & Dentistry,Chemistry,Business & Management,Computer Science,Psychology,Sociology,Economics & Econometrics,Education,Mathematics & Statistics,Communication & Media Studies",False,False
657,601-800,Dublin Institute of Technology,0,657,20.7,666,28.1,741,70.5,172,8.8,762,16.1,769,Ireland,"13,839",18.9,25%,41 : 59,Dublin Institute of Technology,"General Engineering,Sociology,Electrical & Electronic Engineering,Art, Performing Arts & Design,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Physics & Astronomy,Accounting & Finance,Law,Communication & Media Studies,Economics & Econometrics,Chemistry,Architecture,Business & Management,Civil Engineering,Geography,Computer Science,Biological Sciences,Education,Mathematics & Statistics,Other Health,Geology, Environmental, Earth & Marine Sciences",False,False
658,601-800,Ehime University,0,658,17.5,696,37.8,405,20.9,693,11.3,682,19.2,659,Japan,"8,394",9.9,1%,39 : 61,Ehime University,"Geography,Chemical Engineering,Sociology,Law,Physics & Astronomy,Mathematics & Statistics,Education,Art, Performing Arts & Design,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Accounting & Finance,Communication & Media Studies,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Biological Sciences,Archaeology,General Engineering,Psychology,Chemistry,History, Philosophy & Theology,Computer Science,Economics & Econometrics,Agriculture & Forestry,Languages, Literature & Linguistics,Civil Engineering,Other Health,Business & Management",False,False
659,601-800,University of Electronic Science and Technology of China,0,659,8.8,777,28,747,13.4,791,12.9,633,20.5,613,China,"21,689",9.8,0%,21 : 79,University of Electronic Science and Technology of China,"Chemical Engineering,Psychology,Chemistry,General Engineering,Biological Sciences,Languages, Literature & Linguistics,Medicine & Dentistry,Mathematics & Statistics,Business & Management,Electrical & Electronic Engineering,Computer Science,Physics & Astronomy,Economics & Econometrics,Other Health,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering",False,False
660,601-800,Eötvös Loránd University,0,660,30.6,569,29.3,666,43,427,12.1,649,21.3,588,Hungary,"28,698",22.4,4%,,Eötvös Loránd University,"Business & Management,Communication & Media Studies,Languages, Literature & Linguistics,Chemistry,Law,Geology, Environmental, Earth & Marine Sciences,Sociology,Accounting & Finance,Agriculture & Forestry,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Sport Science,Computer Science,Psychology,Education,Mathematics & Statistics,Economics & Econometrics,Geography,Art, Performing Arts & Design,Biological Sciences,Archaeology,Mechanical & Aerospace Engineering,Physics & Astronomy",False,False
661,601-800,Erciyes University,0,661,18,693,30.3,635,17.2,742,10.9,696,15.5,780,Turkey,"28,079",28.0,2%,46 : 54,Erciyes University,"Communication & Media Studies,History, Philosophy & Theology,Economics & Econometrics,Mathematics & Statistics,General Engineering,Other Health,Education,Sport Science,Electrical & Electronic Engineering,Chemistry,Business & Management,Architecture,Medicine & Dentistry,Law,Languages, Literature & Linguistics,Biological Sciences,Politics & International Studies (incl Development Studies),Computer Science,Veterinary Science,Sociology,Art, Performing Arts & Design,Physics & Astronomy,Accounting & Finance,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Civil Engineering",False,False
662,601-800,Universidade Federal da Bahia,0,662,14.3,734,0,775,19.7,709,8.1,774,18.2,708,Brazil,"39,861",17.9,1%,47 : 53,Universidade Federal da Bahia,"Chemistry,Archaeology,Politics & International Studies (incl Development Studies),Chemical Engineering,Physics & Astronomy,General Engineering,Architecture,Sport Science,Other Health,Communication & Media Studies,Veterinary Science,Economics & Econometrics,Mathematics & Statistics,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,History, Philosophy & Theology,Computer Science,Biological Sciences,Education,Business & Management,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Geography,Law,Electrical & Electronic Engineering,Medicine & Dentistry,Art, Performing Arts & Design,Psychology,Civil Engineering,Sociology",False,False
663,601-800,Federal University of Minas Gerais,0,663,23.1,637,30.7,618,21.6,680,15.4,562,27.9,381,Brazil,"42,612",13.5,1%,55 : 45,Federal University of Minas Gerais,"Communication & Media Studies,Architecture,General Engineering,History, Philosophy & Theology,Law,Geology, Environmental, Earth & Marine Sciences,Sociology,Archaeology,Languages, Literature & Linguistics,Civil Engineering,Physics & Astronomy,Politics & International Studies (incl Development Studies),Other Health,Medicine & Dentistry,Electrical & Electronic Engineering,Geography,Business & Management,Accounting & Finance,Education,Sport Science,Veterinary Science,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Biological Sciences,Chemistry,Computer Science,Agriculture & Forestry,Psychology,Mathematics & Statistics,Economics & Econometrics,Chemical Engineering",False,False
664,601-800,Universidade Federal do Paraná (UFPR),0,664,7,785,0,777,15.5,772,9.6,741,24.6,483,Brazil,"21,850",11.2,1%,,Universidade Federal do Paraná (UFPR),"Economics & Econometrics,Biological Sciences,Geography,Civil Engineering,Physics & Astronomy,Archaeology,Chemistry,Education,History, Philosophy & Theology,Chemical Engineering,Law,Sociology,Accounting & Finance,Medicine & Dentistry,Veterinary Science,Architecture,Other Health,Sport Science,Communication & Media Studies,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Psychology,Art, Performing Arts & Design,Computer Science,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Business & Management,General Engineering,Mathematics & Statistics",False,False
665,601-800,Universidade Federal do Rio Grande do Sul,0,665,16.8,707,0,778,18.9,718,13.7,612,32.6,281,Brazil,"38,743",14.8,1%,50 : 50,Universidade Federal do Rio Grande do Sul,"Education,Chemistry,Geology, Environmental, Earth & Marine Sciences,Sport Science,Geography,General Engineering,Mechanical & Aerospace Engineering,Biological Sciences,Art, Performing Arts & Design,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Psychology,Civil Engineering,Law,Communication & Media Studies,Mathematics & Statistics,Computer Science,Sociology,Medicine & Dentistry,Economics & Econometrics,Physics & Astronomy,Electrical & Electronic Engineering,Agriculture & Forestry,Chemical Engineering,Veterinary Science,Other Health,History, Philosophy & Theology,Accounting & Finance,Business & Management,Architecture",False,False
666,601-800,Universidade Federal de Santa Catarina,0,666,14.2,737,42.9,308,21,691,12.2,646,26,429,Brazil,"26,078",12.6,1%,48 : 52,Universidade Federal de Santa Catarina,"Other Health,Law,Art, Performing Arts & Design,Chemical Engineering,Sport Science,Geography,Business & Management,Civil Engineering,Veterinary Science,Politics & International Studies (incl Development Studies),Architecture,Computer Science,Languages, Literature & Linguistics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Education,Chemistry,Sociology,Accounting & Finance,Electrical & Electronic Engineering,Mathematics & Statistics,Communication & Media Studies,Biological Sciences,Medicine & Dentistry,Agriculture & Forestry,Psychology,History, Philosophy & Theology,Economics & Econometrics,Mechanical & Aerospace Engineering,Physics & Astronomy",False,False
667,601-800,Federal University of São Carlos,0,667,11.5,757,0,779,16.8,748,10.8,703,29,355,Brazil,"18,587",16.9,0%,,Federal University of São Carlos,"Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Sociology,Archaeology,Computer Science,Electrical & Electronic Engineering,Biological Sciences,Economics & Econometrics,Mathematics & Statistics,Sport Science,Geography,History, Philosophy & Theology,Agriculture & Forestry,Medicine & Dentistry,Business & Management,Chemistry,Languages, Literature & Linguistics,Communication & Media Studies,Psychology,General Engineering,Accounting & Finance,Art, Performing Arts & Design,Physics & Astronomy,Other Health,Politics & International Studies (incl Development Studies),Chemical Engineering,Mechanical & Aerospace Engineering,Education,Architecture,Veterinary Science",False,False
668,601-800,Federal University of Viçosa,0,668,3.9,795,59,171,15,777,14.5,597,39.7,170,Brazil,"13,163",11.4,3%,70 : 30,Federal University of Viçosa,"Geography,Civil Engineering,Biological Sciences,General Engineering,Architecture,Sociology,Business & Management,Mathematics & Statistics,Communication & Media Studies,Sport Science,Mechanical & Aerospace Engineering,Other Health,Economics & Econometrics,Languages, Literature & Linguistics,Accounting & Finance,Physics & Astronomy,Electrical & Electronic Engineering,Medicine & Dentistry,Veterinary Science,Computer Science,Chemistry,Agriculture & Forestry,Education,Law,Chemical Engineering,History, Philosophy & Theology",False,False
669,601-800,Federal University of Lavras,0,669,3,798,0,776,14.5,782,16.4,535,25.8,439,Brazil,"10,350",20.9,1%,53 : 47,Federal University of Lavras,"Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Chemical Engineering,History, Philosophy & Theology,Computer Science,Mathematics & Statistics,Biological Sciences,Other Health,Chemistry,Business & Management,Veterinary Science,Civil Engineering,General Engineering,Agriculture & Forestry,Languages, Literature & Linguistics,Medicine & Dentistry,Physics & Astronomy,Law,Education,Sport Science",False,False
670,601-800,Feng Chia University,0,670,34.4,535,33.9,501,21.1,686,13.7,613,14.6,788,Taiwan,"20,213",23.9,7%,36 : 64,Feng Chia University,"Geology, Environmental, Earth & Marine Sciences,General Engineering,Electrical & Electronic Engineering,Art, Performing Arts & Design,Business & Management,Communication & Media Studies,Geography,Chemistry,Accounting & Finance,Civil Engineering,History, Philosophy & Theology,Physics & Astronomy,Architecture,Chemical Engineering,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Law,Economics & Econometrics,Sociology,Computer Science,Mechanical & Aerospace Engineering,Mathematics & Statistics",False,False
671,601-800,Florida Institute of Technology,0,671,24.6,620,33.4,515,62.4,230,13.5,621,20.4,617,United States,"4,408",13.7,26%,34 : 66,Florida Institute of Technology,"Computer Science,Sport Science,Sociology,Chemical Engineering,Mechanical & Aerospace Engineering,Other Health,Law,Civil Engineering,Agriculture & Forestry,Communication & Media Studies,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Psychology,General Engineering,Physics & Astronomy,Education,Chemistry,Business & Management,Biological Sciences",False,False
672,601-800,Fu Jen Catholic University,0,672,18.2,689,47,258,19.1,716,9.8,738,14.4,792,Taiwan,"25,951",22.8,4%,59 : 41,Fu Jen Catholic University,"Medicine & Dentistry,Other Health,Agriculture & Forestry,Accounting & Finance,Electrical & Electronic Engineering,Veterinary Science,Computer Science,Mechanical & Aerospace Engineering,Geography,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Art, Performing Arts & Design,Mathematics & Statistics,Chemical Engineering,Architecture,Business & Management,Biological Sciences,Communication & Media Studies,History, Philosophy & Theology,Civil Engineering,Chemistry,Education,Psychology,Sport Science,Economics & Econometrics,Law,Sociology",False,False
673,601-800,Gdańsk University of Technology,0,673,15.2,726,36.8,426,16.1,757,9.5,743,15.5,781,Poland,"25,217",23.3,1%,39 : 61,Gdańsk University of Technology,"Civil Engineering,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Business & Management,Mathematics & Statistics,Electrical & Electronic Engineering,Physics & Astronomy,Chemical Engineering,Computer Science,Chemistry,Mechanical & Aerospace Engineering,General Engineering",False,False
674,601-800,University of Ghana,0,674,19.5,680,0,781,48.4,366,15.6,558,15.6,778,Ghana,"37,274",37.5,2%,41 : 59,University of Ghana,"Archaeology,Other Health,Geography,Education,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Sport Science,Communication & Media Studies,Languages, Literature & Linguistics,Agriculture & Forestry,Mathematics & Statistics,History, Philosophy & Theology,Biological Sciences,Physics & Astronomy,Computer Science,Psychology,Art, Performing Arts & Design,General Engineering,Chemistry,Economics & Econometrics,Veterinary Science,Sociology,Accounting & Finance,Law",False,False
675,601-800,Gifu University,0,675,14.7,730,32.8,535,18.5,727,16.9,523,25.4,455,Japan,"7,318",12.4,4%,35 : 65,Gifu University,"General Engineering,Economics & Econometrics,Biological Sciences,Mechanical & Aerospace Engineering,Sociology,Business & Management,Accounting & Finance,Electrical & Electronic Engineering,Medicine & Dentistry,Veterinary Science,Education,Civil Engineering,Chemical Engineering,Other Health,Agriculture & Forestry",False,False
676,601-800,Glasgow Caledonian University,0,676,24.2,628,29.9,649,55,286,10.4,719,17.1,752,United Kingdom,"13,525",21.6,16%,60 : 40,Glasgow Caledonian University,"Electrical & Electronic Engineering,Economics & Econometrics,Communication & Media Studies,Biological Sciences,Accounting & Finance,Sociology,Computer Science,Civil Engineering,General Engineering,Business & Management,Psychology,Other Health,Politics & International Studies (incl Development Studies),Law,Mechanical & Aerospace Engineering",False,False
677,601-800,University of Greenwich,0,677,17.7,695,30,647,81.8,101,9.5,744,15.7,776,United Kingdom,"18,095",24.6,32%,53 : 47,University of Greenwich,"Architecture,Electrical & Electronic Engineering,Psychology,Civil Engineering,Biological Sciences,Languages, Literature & Linguistics,Mathematics & Statistics,Chemical Engineering,Other Health,Chemistry,Economics & Econometrics,Law,Art, Performing Arts & Design,General Engineering,Politics & International Studies (incl Development Studies),Computer Science,Business & Management,Sport Science,Accounting & Finance,Agriculture & Forestry,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Sociology,Education,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies",False,False
678,601-800,Hacettepe University,0,678,19.7,678,28.2,740,19.6,711,11.8,662,21,600,Turkey,"39,606",20.4,4%,56 : 44,Hacettepe University,"Architecture,Civil Engineering,Sport Science,Accounting & Finance,Computer Science,Education,Mathematics & Statistics,Business & Management,Physics & Astronomy,General Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Languages, Literature & Linguistics,Other Health,Mechanical & Aerospace Engineering,Archaeology,Economics & Econometrics,Biological Sciences,Sociology,History, Philosophy & Theology,Electrical & Electronic Engineering,Chemistry,Medicine & Dentistry,Law,Politics & International Studies (incl Development Studies),Chemical Engineering,Psychology,Communication & Media Studies",False,False
679,601-800,University of Huddersfield,0,679,16.5,711,28,749,55.2,284,5.4,797,17.4,739,United Kingdom,"15,435",18.2,25%,54 : 46,University of Huddersfield,"Art, Performing Arts & Design,Civil Engineering,Physics & Astronomy,Economics & Econometrics,Sport Science,Communication & Media Studies,Chemical Engineering,Electrical & Electronic Engineering,Accounting & Finance,Law,Psychology,Architecture,Other Health,Mathematics & Statistics,History, Philosophy & Theology,Biological Sciences,Geography,Business & Management,Mechanical & Aerospace Engineering,Sociology,Computer Science,Geology, Environmental, Earth & Marine Sciences,Education,Chemistry,Languages, Literature & Linguistics,General Engineering,Politics & International Studies (incl Development Studies)",False,False
