rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited
11190,1001–1200,National Taipei University of Technology,22.4–27.1,11190,22.8,864,22.4,603,24.7,1215,98.0,33,36.5,990,Taiwan,"9,882",15.6,11%,28 : 72,National Taipei University of Technology,"Business & Management,Biological Sciences,Other Health,Languages, Literature & Linguistics,Art, Performing Arts & Design,General Engineering,Architecture,Computer Science,Civil Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Chemical Engineering,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences",False,False
11200,1001–1200,National Yunlin University of Science and Technology,22.4–27.1,11200,20.0,1110,28.2,432,13.7,1485,95.3,53,27.0,1258,Taiwan,"9,199",22.4,6%,43 : 57,National Yunlin University of Science and Technology,"Computer Science,Geology, Environmental, Earth & Marine Sciences,Education,Languages, Literature & Linguistics,Accounting & Finance,Chemical Engineering,Business & Management,Civil Engineering,General Engineering,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Architecture,Sport Science,Law,Electrical & Electronic Engineering",False,False
11210,1001–1200,Nicolaus Copernicus University in Toruń,22.4–27.1,11210,19.8,1128,18.3,765,28.0,1155,36.3,1178,29.4,1185,Poland,"23,157",15.3,3%,68 : 32,Nicolaus Copernicus University in Toruń,"Mathematics & Statistics,Chemistry,Psychology,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Geography,Accounting & Finance,Electrical & Electronic Engineering,Business & Management,Politics & International Studies (incl Development Studies),Veterinary Science,Sociology,Computer Science,Art, Performing Arts & Design,Education,Communication & Media Studies,Other Health,Sport Science,Biological Sciences,Law,Medicine & Dentistry,Physics & Astronomy,Economics & Econometrics,Archaeology,Languages, Literature & Linguistics,Chemical Engineering",False,False
11220,1001–1200,North China Electric Power University,22.4–27.1,11220,18.5,1250,18.9,735,29.1,1134,54.3,327,18.1,1589,China,"37,957",19.1,3%,36 : 64,North China Electric Power University,"Physics & Astronomy,Mathematics & Statistics,Computer Science,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Accounting & Finance,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,General Engineering,Business & Management,Chemistry,Civil Engineering,Mechanical & Aerospace Engineering,Law,Chemical Engineering",False,False
11230,1001–1200,Northwest University,22.4–27.1,11230,22.1,916,12.0,1207,35.2,1018,39.4,839,27.3,1249,China,"24,365",13.4,7%,55 : 45,Northwest University,"Chemistry,Law,Computer Science,Art, Performing Arts & Design,Biological Sciences,Mathematics & Statistics,General Engineering,Economics & Econometrics,Medicine & Dentistry,Agriculture & Forestry,Archaeology,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Business & Management,History, Philosophy & Theology,Chemical Engineering,Physics & Astronomy,Geography,Communication & Media Studies,Accounting & Finance",False,False
11240,1001–1200,Oakland University,22.4–27.1,11240,29.3,508,14.8,970,28.1,1152,35.1,1477,33.3,1071,United States,"15,544",18.4,4%,57 : 43,Oakland University,"Mathematics & Statistics,Accounting & Finance,Medicine & Dentistry,Geography,Law,Psychology,History, Philosophy & Theology,Archaeology,Computer Science,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Veterinary Science,Mechanical & Aerospace Engineering,Business & Management,Chemistry,Chemical Engineering,Architecture,General Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Sociology,Electrical & Electronic Engineering,Other Health,Biological Sciences,Communication & Media Studies,Economics & Econometrics,Sport Science,Politics & International Studies (incl Development Studies),Education,Art, Performing Arts & Design",False,False
11250,1001–1200,Óbuda University,22.4–27.1,11250,15.7,1559,14.5,985,41.0,918,37.4,1043,38.6,937,Hungary,"12,378",50.1,5%,19 : 81,Óbuda University,"Computer Science,Business & Management,Mathematics & Statistics,Electrical & Electronic Engineering,Architecture,Agriculture & Forestry,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Education,Civil Engineering",False,False
11260,1001–1200,Ocean University of China,22.4–27.1,11260,23.5,817,16.1,880,34.0,1043,43.5,585,26.2,1283,China,"29,189",15.5,4%,54 : 46,Ocean University of China,"Accounting & Finance,Agriculture & Forestry,Sociology,Physics & Astronomy,Sport Science,History, Philosophy & Theology,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,General Engineering,Medicine & Dentistry,Geography,Education,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Business & Management,Biological Sciences,Civil Engineering,Communication & Media Studies,Law,Chemical Engineering,Electrical & Electronic Engineering,Computer Science,Politics & International Studies (incl Development Studies),Veterinary Science,Chemistry,Mathematics & Statistics",False,False
11270,1001–1200,Okayama University,22.4–27.1,11270,27.9,560,19.3,717,25.2,1205,59.4,270,31.2,1129,Japan,"13,145",10.3,9%,40 : 60,Okayama University,"Archaeology,Accounting & Finance,Education,Mathematics & Statistics,Civil Engineering,Business & Management,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Agriculture & Forestry,Biological Sciences,Chemistry,Medicine & Dentistry,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Architecture,Other Health,Art, Performing Arts & Design,Physics & Astronomy,General Engineering,Law,Chemical Engineering,Economics & Econometrics",False,False
11280,1001–1200,Osmania University,22.4–27.1,11280,35.3,325,14.7,976,30.8,1106,40.0,784,17.0,1617,India,"12,584",27.3,3%,39 : 61,Osmania University,"Economics & Econometrics,Computer Science,Art, Performing Arts & Design,Chemical Engineering,Education,Mathematics & Statistics,Communication & Media Studies,Chemistry,Sociology,Law,Biological Sciences,Geography,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Psychology,Physics & Astronomy,General Engineering,Archaeology,Sport Science,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Civil Engineering,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Accounting & Finance,Business & Management",False,False
11290,1001–1200,Ozyegin University,22.4–27.1,11290,18.9,1201,13.2,1091,41.3,911,36.0,1241,47.2,698,Turkey,"6,649",21.0,5%,43 : 57,Ozyegin University,"Law,Psychology,Mechanical & Aerospace Engineering,Computer Science,Electrical & Electronic Engineering,Art, Performing Arts & Design,Communication & Media Studies,Politics & International Studies (incl Development Studies),Physics & Astronomy,Accounting & Finance,Mathematics & Statistics,Architecture,Business & Management,Economics & Econometrics,Civil Engineering",False,False
11300,1001–1200,Pavol Jozef Šafárik University in Košice,22.4–27.1,11300,38.8,240,10.0,1416,16.3,1410,34.9,1542,64.4,390,Slovakia,"7,198",10.6,23%,60 : 40,Pavol Jozef Šafárik University in Košice,"Languages, Literature & Linguistics,Other Health,Physics & Astronomy,Communication & Media Studies,History, Philosophy & Theology,Computer Science,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Sport Science,Law,Geology, Environmental, Earth & Marine Sciences,Chemistry,Medicine & Dentistry,Biological Sciences,Geography,Agriculture & Forestry,Education,Psychology,Sociology",False,False
11310,1001–1200,Universitas Pendidikan Indonesia,22.4–27.1,11310,17.2,1413,9.3,1498,44.1,859,35.6,1328,17.5,1606,Indonesia,"34,766",22.8,1%,72 : 28,Universitas Pendidikan Indonesia,"Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Architecture,Other Health,Sport Science,Electrical & Electronic Engineering,Communication & Media Studies,General Engineering,Geography,Business & Management,Agriculture & Forestry,Education,Physics & Astronomy,Accounting & Finance,Biological Sciences,Civil Engineering,Mathematics & Statistics,History, Philosophy & Theology,Computer Science,Psychology,Art, Performing Arts & Design,Economics & Econometrics,Chemistry,Sociology",False,False
11320,1001–1200,Polytechnic Institute of Porto,22.4–27.1,11320,14.5,1624,9.8,1442,51.6,728,35.0,1506,36.5,991,Portugal,"18,428",16.4,7%,48 : 52,Polytechnic Institute of Porto,"Mathematics & Statistics,Education,Civil Engineering,Communication & Media Studies,Other Health,Business & Management,Accounting & Finance,Electrical & Electronic Engineering,Sport Science,Languages, Literature & Linguistics,General Engineering,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Computer Science,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics",False,False
11330,1001–1200,Pondicherry University,22.4–27.1,11330,35.7,309,19.4,712,18.7,1345,34.8,1638,15.3,1653,India,"7,080",21.1,1%,45 : 55,Pondicherry University,"Archaeology,Electrical & Electronic Engineering,Psychology,Computer Science,Physics & Astronomy,Business & Management,Chemistry,Sociology,Economics & Econometrics,Sport Science,Mathematics & Statistics,Accounting & Finance,Law,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Biological Sciences,Geography,Art, Performing Arts & Design,Education,Communication & Media Studies",False,False
11340,1001–1200,Pontifical Catholic University of Peru,22.4–27.1,11340,20.9,1020,9.3,1500,32.8,1071,35.8,1282,44.3,771,Peru,"26,809",7.1,2%,46 : 54,Pontifical Catholic University of Peru,"Economics & Econometrics,Accounting & Finance,Electrical & Electronic Engineering,Chemistry,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Geography,Agriculture & Forestry,Communication & Media Studies,History, Philosophy & Theology,Architecture,Archaeology,Education,Languages, Literature & Linguistics,Art, Performing Arts & Design,Physics & Astronomy,Computer Science,General Engineering,Sociology,Other Health,Law,Civil Engineering,Business & Management,Psychology",False,False
11350,1001–1200,Pontifical Catholic University of Valparaíso,22.4–27.1,11350,17.4,1383,25.2,514,20.4,1300,43.9,565,49.3,646,Chile,"17,411",25.4,1%,42 : 58,Pontifical Catholic University of Valparaíso,"Communication & Media Studies,Geography,Mechanical & Aerospace Engineering,Chemistry,Biological Sciences,Sport Science,Languages, Literature & Linguistics,Physics & Astronomy,History, Philosophy & Theology,Sociology,Civil Engineering,Chemical Engineering,Accounting & Finance,Art, Performing Arts & Design,Other Health,Architecture,General Engineering,Education,Psychology,Agriculture & Forestry,Computer Science,Business & Management,Electrical & Electronic Engineering,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Law",False,False
11360,1001–1200,Pontifícia Universidade Católica do Paraná,22.4–27.1,11360,20.5,1064,12.4,1163,37.4,985,38.0,978,27.2,1256,Brazil,"13,324",14.9,1%,55 : 45,Pontifícia Universidade Católica do Paraná,"Languages, Literature & Linguistics,Agriculture & Forestry,History, Philosophy & Theology,Computer Science,Business & Management,Accounting & Finance,Education,Veterinary Science,Architecture,Economics & Econometrics,Psychology,General Engineering,Communication & Media Studies,Medicine & Dentistry,Sport Science,Mechanical & Aerospace Engineering,Sociology,Other Health,Art, Performing Arts & Design,Biological Sciences,Law,Chemical Engineering,Electrical & Electronic Engineering,Civil Engineering",False,False
11370,1001–1200,University of Primorska,22.4–27.1,11370,17.4,1384,14.8,972,27.3,1164,36.0,1243,64.1,394,Slovenia,"5,149",15.1,14%,77 : 23,University of Primorska,"Mathematics & Statistics,Other Health,Geography,Agriculture & Forestry,Archaeology,Languages, Literature & Linguistics,Psychology,Architecture,Economics & Econometrics,Education,Sport Science,Art, Performing Arts & Design,Computer Science,Politics & International Studies (incl Development Studies),Biological Sciences,History, Philosophy & Theology,Business & Management,Communication & Media Studies",False,False
11380,1001–1200,Public University of Navarre,22.4–27.1,11380,19.2,1174,13.4,1077,40.1,938,37.6,1025,46.2,721,Spain,"7,498",11.4,8%,51 : 49,Public University of Navarre,"Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Physics & Astronomy,Mathematics & Statistics,Medicine & Dentistry,Chemistry,Other Health,Psychology,History, Philosophy & Theology,Agriculture & Forestry,Computer Science,Biological Sciences,Business & Management,Law,Accounting & Finance,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Education,General Engineering,Sociology",False,False
11390,1001–1200,University of Puerto Rico,22.4–27.1,11390,21.5,971,9.5,1479,42.4,887,37.1,1074,43.2,807,Puerto Rico,"49,505",12.0,0%,60 : 40,University of Puerto Rico,"History, Philosophy & Theology,Accounting & Finance,Communication & Media Studies,Electrical & Electronic Engineering,Psychology,Agriculture & Forestry,Sociology,Veterinary Science,Sport Science,Architecture,Other Health,Politics & International Studies (incl Development Studies),Computer Science,Geography,Education,Art, Performing Arts & Design,Biological Sciences,Chemical Engineering,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,General Engineering,Business & Management,Mathematics & Statistics,Mechanical & Aerospace Engineering,Chemistry,Economics & Econometrics,Law,Physics & Astronomy,Archaeology,Languages, Literature & Linguistics,Civil Engineering",False,False
11400,1001–1200,University of the Punjab,22.4–27.1,11400,22.5,890,13.1,1097,28.8,1140,35.5,1348,35.8,1003,Pakistan,"27,907",23.7,0%,52 : 48,University of the Punjab,"Computer Science,History, Philosophy & Theology,Electrical & Electronic Engineering,Geography,Economics & Econometrics,Sociology,Other Health,Sport Science,Art, Performing Arts & Design,Education,Mathematics & Statistics,Languages, Literature & Linguistics,Chemistry,Accounting & Finance,Communication & Media Studies,Chemical Engineering,Archaeology,General Engineering,Physics & Astronomy,Law,Business & Management,Biological Sciences,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Psychology,Architecture,Agriculture & Forestry",False,False
11410,1001–1200,University Rey Juan Carlos,22.4–27.1,11410,14.8,1612,11.3,1271,39.9,944,36.5,1153,41.4,854,Spain,"44,197",21.9,8%,59 : 41,University Rey Juan Carlos,"Agriculture & Forestry,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Archaeology,History, Philosophy & Theology,Computer Science,Chemical Engineering,Geography,Sport Science,Languages, Literature & Linguistics,Business & Management,Electrical & Electronic Engineering,Economics & Econometrics,Architecture,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Education,Physics & Astronomy,Sociology,Psychology,Other Health,Politics & International Studies (incl Development Studies),Biological Sciences,Medicine & Dentistry,General Engineering,Accounting & Finance,Mathematics & Statistics,Law,Chemistry",False,False
11420,1001–1200,Riga Technical University,22.4–27.1,11420,22.4,898,20.1,692,15.8,1423,62.6,242,57.3,503,Latvia,"10,515",32.5,18%,35 : 65,Riga Technical University,"Electrical & Electronic Engineering,General Engineering,Accounting & Finance,Chemical Engineering,Business & Management,Computer Science,Chemistry,Architecture,Civil Engineering,Economics & Econometrics,Mechanical & Aerospace Engineering",False,False
11430,1001–1200,Rikkyo University,22.4–27.1,11430,16.9,1440,8.6,1585,44.1,860,35.5,1349,48.8,656,Japan,"19,946",15.5,5%,,Rikkyo University,"Sociology,Geography,Sport Science,Politics & International Studies (incl Development Studies),Archaeology,Law,Business & Management,Communication & Media Studies,Accounting & Finance,Biological Sciences,Art, Performing Arts & Design,Other Health,Chemistry,Economics & Econometrics,History, Philosophy & Theology,Psychology,Physics & Astronomy,Education,Mathematics & Statistics,Computer Science,Languages, Literature & Linguistics",False,False
11440,1001–1200,Robert Gordon University,22.4–27.1,11440,16.7,1470,12.5,1155,25.9,1185,36.4,1167,77.5,238,United Kingdom,"8,900",18.7,23%,61 : 39,Robert Gordon University,"Electrical & Electronic Engineering,Communication & Media Studies,Biological Sciences,Other Health,Business & Management,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Sociology,Architecture,Chemistry,Computer Science,Law,Civil Engineering,Accounting & Finance,Sport Science",False,False
11450,1001–1200,Rowan University,22.4–27.1,11450,24.8,731,8.1,1632,42.1,893,35.5,1350,30.7,1147,United States,"17,576",17.5,3%,47 : 53,Rowan University,"Art, Performing Arts & Design,Biological Sciences,Politics & International Studies (incl Development Studies),Economics & Econometrics,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Sport Science,Education,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Mathematics & Statistics,Computer Science,Sociology,Accounting & Finance,Mechanical & Aerospace Engineering,Psychology,Medicine & Dentistry,General Engineering,Physics & Astronomy,History, Philosophy & Theology,Chemical Engineering,Chemistry,Business & Management,Civil Engineering,Communication & Media Studies,Other Health,Geography",False,False
11460,1001–1200,Université Saint-Joseph de Beyrouth,22.4–27.1,11460,24.9,726,9.9,1425,22.9,1254,40.4,765,72.2,290,Lebanon,"7,985",8.3,8%,62 : 38,Université Saint-Joseph de Beyrouth,"Medicine & Dentistry,Physics & Astronomy,Psychology,Business & Management,Architecture,Chemistry,Computer Science,Sociology,Economics & Econometrics,Mechanical & Aerospace Engineering,Geography,Civil Engineering,Law,Electrical & Electronic Engineering,Accounting & Finance,Communication & Media Studies,History, Philosophy & Theology,Education,Biological Sciences,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Chemical Engineering,Agriculture & Forestry,Languages, Literature & Linguistics,Other Health,Mathematics & Statistics",False,False
11470,1001–1200,Saitama Medical University,22.4–27.1,11470,24.2,770,9.1,1522,37.5,984,38.6,910,15.7,1645,Japan,"1,942",1.5,0%,49 : 51,Saitama Medical University,"Other Health,Medicine & Dentistry",False,False
11480,1001–1200,San Jose State University,22.4–27.1,11480,19.1,1181,13.1,1099,33.3,1053,35.3,1405,42.7,820,United States,"29,960",28.3,11%,52 : 48,San Jose State University,"Business & Management,Law,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Economics & Econometrics,Civil Engineering,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Geography,Medicine & Dentistry,Mathematics & Statistics,Sociology,Art, Performing Arts & Design,Education,Communication & Media Studies,Computer Science,Chemistry,Other Health,Biological Sciences,Psychology,History, Philosophy & Theology,Physics & Astronomy",False,False
11490,1001–1200,University of Sargodha,22.4–27.1,11490,28.9,526,10.4,1369,25.5,1197,35.2,1442,41.5,851,Pakistan,"21,249",26.5,0%,52 : 48,University of Sargodha,"Education,Geography,Economics & Econometrics,Medicine & Dentistry,Biological Sciences,Art, Performing Arts & Design,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Business & Management,Chemistry,Computer Science,Accounting & Finance,Civil Engineering,Mathematics & Statistics,Mechanical & Aerospace Engineering,Psychology,Law,Communication & Media Studies,Other Health,Sport Science,Sociology,History, Philosophy & Theology,Physics & Astronomy,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies)",False,False
11500,1001–1200,SASTRA University,22.4–27.1,11500,18.7,1230,9.9,1426,38.3,973,43.6,580,16.9,1623,India,"9,851",13.6,0%,44 : 56,SASTRA University,"Computer Science,Civil Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Biological Sciences",False,False
11510,1001–1200,Sechenov University,22.4–27.1,11510,27.8,569,13.6,1054,28.9,1138,39.1,860,49.6,639,Russian Federation,"16,076",7.7,21%,69 : 31,Sechenov University,"Electrical & Electronic Engineering,Medicine & Dentistry,General Engineering,Other Health,Chemical Engineering,Biological Sciences,Sociology,Civil Engineering",False,False
11520,1001–1200,Semnan University,22.4–27.1,11520,24.6,744,11.5,1252,36.2,1005,34.8,1643,18.0,1593,Iran,"14,606",14.6,1%,50 : 50,Semnan University,"Sport Science,General Engineering,Electrical & Electronic Engineering,Civil Engineering,Chemical Engineering,Biological Sciences,Psychology,Languages, Literature & Linguistics,Mathematics & Statistics,Physics & Astronomy,Art, Performing Arts & Design,Computer Science,Business & Management,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Veterinary Science,Chemistry,Law,Architecture,Agriculture & Forestry,Economics & Econometrics,Education,Accounting & Finance",False,False
11530,1001–1200,University of Seoul,22.4–27.1,11530,25.2,707,18.8,743,26.8,1172,40.4,766,29.3,1187,South Korea,"9,183",16.6,6%,,University of Seoul,"Electrical & Electronic Engineering,Chemistry,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Physics & Astronomy,Mathematics & Statistics,Computer Science,Politics & International Studies (incl Development Studies),Law,Business & Management,History, Philosophy & Theology,General Engineering,Sociology,Architecture,Biological Sciences,Civil Engineering,Economics & Econometrics,Sport Science,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Languages, Literature & Linguistics,Education",False,False
11540,1001–1200,University of Seville,22.4–27.1,11540,19.8,1129,19.3,720,34.2,1038,38.4,934,46.0,729,Spain,"49,826",16.9,11%,58 : 42,University of Seville,"Electrical & Electronic Engineering,Education,Accounting & Finance,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Other Health,Archaeology,History, Philosophy & Theology,Geography,Computer Science,Biological Sciences,Physics & Astronomy,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Mechanical & Aerospace Engineering,Sociology,Art, Performing Arts & Design,Business & Management,Mathematics & Statistics,Languages, Literature & Linguistics,Civil Engineering,Sport Science,Architecture,Chemical Engineering,General Engineering,Communication & Media Studies,Law,Psychology,Chemistry",False,False
11550,1001–1200,​Shahid Chamran University of Ahvaz,22.4–27.1,11550,29.2,513,17.9,784,22.8,1256,92.2,67,18.6,1573,Iran,"13,079",21.7,3%,59 : 41,​Shahid Chamran University of Ahvaz,"Accounting & Finance,Art, Performing Arts & Design,Sport Science,Economics & Econometrics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemical Engineering,Physics & Astronomy,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Veterinary Science,Architecture,Biological Sciences,Computer Science,Geography,Business & Management,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Education,Mathematics & Statistics,Languages, Literature & Linguistics,Law,Psychology,Archaeology,Civil Engineering,Communication & Media Studies,General Engineering,Chemistry,Sociology",False,False
11560,1001–1200,Shahrekord University,22.4–27.1,11560,16.7,1472,12.3,1175,47.8,794,35.9,1264,17.8,1597,Iran,"6,954",20.2,0%,59 : 41,Shahrekord University,"Civil Engineering,Mathematics & Statistics,Veterinary Science,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,General Engineering,Biological Sciences,Law,Languages, Literature & Linguistics,Archaeology,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Sport Science,Chemistry,Education,Agriculture & Forestry,Architecture,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Psychology,Computer Science",False,False
11570,1001–1200,Shahrood University of Technology,22.4–27.1,11570,23.8,801,16.8,842,40.0,940,35.6,1332,24.4,1353,Iran,"8,269",22.8,1%,42 : 58,Shahrood University of Technology,"Chemical Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Agriculture & Forestry,Computer Science,Business & Management,Mathematics & Statistics,Chemistry,Architecture,Accounting & Finance,History, Philosophy & Theology,General Engineering,Languages, Literature & Linguistics,Sport Science,Electrical & Electronic Engineering,Physics & Astronomy",False,False
11580,1001–1200,Shanghai Maritime University,22.4–27.1,11580,16.0,1539,10.8,1325,48.1,787,49.1,411,39.0,927,China,"22,774",15.8,3%,46 : 54,Shanghai Maritime University,"Electrical & Electronic Engineering,Geography,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Law,Economics & Econometrics,General Engineering",False,False
11590,1001–1200,Shiga University of Medical Science,22.4–27.1,11590,26.5,627,10.8,1326,37.0,992,43.7,578,21.3,1475,Japan,"1,155",3.1,3%,49 : 51,Shiga University of Medical Science,"Other Health,Medicine & Dentistry",False,False
11600,1001–1200,Siberian Federal University,22.4–27.1,11600,23.6,808,17.7,796,21.9,1273,68.8,202,53.8,565,Russian Federation,"10,168",19.3,12%,35 : 65,Siberian Federal University,"Architecture,General Engineering,Education,Psychology,Art, Performing Arts & Design,Chemical Engineering,Physics & Astronomy,Economics & Econometrics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Business & Management,Geography,Law,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Sport Science,Communication & Media Studies,Civil Engineering,Mathematics & Statistics,History, Philosophy & Theology,Computer Science,Chemistry,Sociology,Electrical & Electronic Engineering",False,False
11610,1001–1200,University of Social Welfare and Rehabilitation Sciences,22.4–27.1,11610,27.3,591,17.6,803,33.6,1050,41.4,696,32.4,1094,Iran,"1,732",11.0,2%,68 : 32,University of Social Welfare and Rehabilitation Sciences,"Biological Sciences,Medicine & Dentistry,Other Health,Psychology,Education,Sociology",False,False
11620,1001–1200,Sogang University,22.4–27.1,11620,25.9,666,25.7,506,23.2,1248,50.8,380,37.6,969,South Korea,"9,652",23.5,14%,45 : 55,Sogang University,"Chemical Engineering,Communication & Media Studies,Electrical & Electronic Engineering,Psychology,Education,Sociology,Computer Science,History, Philosophy & Theology,Physics & Astronomy,Economics & Econometrics,Law,Accounting & Finance,Chemistry,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Mathematics & Statistics,Business & Management,Biological Sciences",False,False
11630,1001–1200,University of the South Pacific,22.4–27.1,11630,16.0,1540,12.6,1148,32.7,1073,47.8,446,66.0,370,Fiji,"11,208",31.3,1%,57 : 43,University of the South Pacific,"Archaeology,Civil Engineering,Chemistry,Geography,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Architecture,Geology, Environmental, Earth & Marine Sciences,General Engineering,Art, Performing Arts & Design,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Business & Management,Sociology,Accounting & Finance,Computer Science,Biological Sciences,Communication & Media Studies,Law,History, Philosophy & Theology,Economics & Econometrics,Education,Agriculture & Forestry,Psychology,Languages, Literature & Linguistics,Physics & Astronomy",False,False
11640,1001–1200,South Ural State University,22.4–27.1,11640,17.3,1399,11.8,1229,46.2,830,40.6,750,32.6,1088,Russian Federation,"20,326",14.2,9%,41 : 59,South Ural State University,"Architecture,Business & Management,Chemistry,Mathematics & Statistics,Mechanical & Aerospace Engineering,Accounting & Finance,Economics & Econometrics,Politics & International Studies (incl Development Studies),Psychology,Law,Physics & Astronomy,Languages, Literature & Linguistics,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Sociology,Communication & Media Studies,Chemical Engineering,General Engineering,Civil Engineering,Computer Science,Education,Biological Sciences,Art, Performing Arts & Design,Sport Science,Electrical & Electronic Engineering",False,False
11650,1001–1200,University of South Wales,22.4–27.1,11650,17.0,1431,11.1,1291,30.9,1102,36.5,1155,65.9,372,United Kingdom,"15,310",15.0,18%,54 : 46,University of South Wales,"Communication & Media Studies,Civil Engineering,Art, Performing Arts & Design,Psychology,Sport Science,Mechanical & Aerospace Engineering,Archaeology,Business & Management,Chemistry,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Computer Science,Education,History, Philosophy & Theology,Agriculture & Forestry,Law,Accounting & Finance,Biological Sciences,Sociology,Electrical & Electronic Engineering",False,False
11660,1001–1200,Southwest Jiaotong University,22.4–27.1,11660,19.9,1123,17.5,808,26.3,1178,70.2,195,25.8,1297,China,"43,424",16.0,2%,25 : 75,Southwest Jiaotong University,"Chemical Engineering,Civil Engineering,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Chemistry,Sport Science,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Mathematics & Statistics,Sociology,Law,Physics & Astronomy,Architecture,Economics & Econometrics,Medicine & Dentistry,Computer Science,Psychology,Geology, Environmental, Earth & Marine Sciences,General Engineering,Communication & Media Studies,Business & Management,Other Health",False,False
